forecast_type,forecast_effective,forecast_expires,location_id,date,start_time,end_time,delta_t,wind_speed,wind_speed_unit,wind_direction
hourly,2025-04-01T15:12:45Z,2025-04-01T16:12:43Z,16,2025-04-03,2025-04-03T21:00:00Z,2025-04-03T22:00:00Z,3.8100000000000023,10,mph,WNW
hourly,2025-04-01T15:12:45Z,2025-04-01T16:12:43Z,16,2025-04-04,2025-04-04T21:00:00Z,2025-04-04T22:00:00Z,4.600000000000001,12,mph,NW
hourly,2025-04-01T15:12:45Z,2025-04-01T16:12:43Z,16,2025-04-05,2025-04-05T21:00:00Z,2025-04-05T22:00:00Z,6.280000000000001,18,mph,NW
hourly,2025-04-01T15:12:45Z,2025-04-01T16:12:43Z,16,2025-04-06,2025-04-06T21:00:00Z,2025-04-06T22:00:00Z,6.100000000000001,16,mph,NNW
hourly,2025-04-01T15:12:48Z,2025-04-01T16:12:28Z,210,2025-04-02,2025-04-02T23:00:00Z,2025-04-03T00:00:00Z,3.950000000000003,17,mph,NW
hourly,2025-04-01T15:12:48Z,2025-04-01T16:12:28Z,210,2025-04-03,2025-04-03T22:00:00Z,2025-04-03T23:00:00Z,7.030000000000001,10,mph,SE
hourly,2025-04-01T15:12:48Z,2025-04-01T16:12:28Z,210,2025-04-04,2025-04-04T23:00:00Z,2025-04-05T00:00:00Z,5.829999999999998,15,mph,N
hourly,2025-04-01T15:12:48Z,2025-04-01T16:12:28Z,210,2025-04-05,2025-04-05T20:00:00Z,2025-04-05T21:00:00Z,9.509999999999998,15,mph,NW
hourly,2025-04-01T15:12:48Z,2025-04-01T16:12:28Z,210,2025-04-06,2025-04-06T22:00:00Z,2025-04-06T23:00:00Z,10.350000000000001,13,mph,N
hourly,2025-04-01T15:12:54Z,2025-04-01T16:12:54Z,201,2025-04-02,2025-04-02T21:00:00Z,2025-04-02T22:00:00Z,2.5,17,mph,N
hourly,2025-04-01T15:12:54Z,2025-04-01T16:12:54Z,201,2025-04-03,2025-04-03T22:00:00Z,2025-04-03T23:00:00Z,5.729999999999997,5,mph,S
hourly,2025-04-01T15:12:54Z,2025-04-01T16:12:54Z,201,2025-04-04,2025-04-04T22:00:00Z,2025-04-04T23:00:00Z,4.590000000000003,12,mph,N
hourly,2025-04-01T15:12:54Z,2025-04-01T16:12:54Z,201,2025-04-05,2025-04-05T22:00:00Z,2025-04-05T23:00:00Z,8.07,13,mph,NW
hourly,2025-04-01T15:12:54Z,2025-04-01T16:12:54Z,201,2025-04-06,2025-04-06T22:00:00Z,2025-04-06T23:00:00Z,8.32,9,mph,N
hourly,2025-04-01T15:12:55Z,2025-04-01T16:12:08Z,137,2025-04-02,2025-04-02T21:00:00Z,2025-04-02T22:00:00Z,4.840000000000003,17,mph,N
hourly,2025-04-01T15:12:55Z,2025-04-01T16:12:08Z,137,2025-04-03,2025-04-03T21:00:00Z,2025-04-03T22:00:00Z,6.609999999999999,9,mph,NE
hourly,2025-04-01T15:12:55Z,2025-04-01T16:12:08Z,137,2025-04-04,2025-04-04T22:00:00Z,2025-04-04T23:00:00Z,6.120000000000001,16,mph,NW
hourly,2025-04-01T15:12:55Z,2025-04-01T16:12:08Z,137,2025-04-05,2025-04-05T22:00:00Z,2025-04-05T23:00:00Z,8.93,15,mph,NW
hourly,2025-04-01T15:12:55Z,2025-04-01T16:12:08Z,137,2025-04-06,2025-04-06T22:00:00Z,2025-04-06T23:00:00Z,9.46,12,mph,N
hourly,2025-04-01T15:12:58Z,2025-04-01T16:12:05Z,124,2025-04-02,2025-04-02T19:00:00Z,2025-04-02T20:00:00Z,1.2199999999999989,15,mph,E
hourly,2025-04-01T15:12:58Z,2025-04-01T16:12:05Z,124,2025-04-03,2025-04-03T21:00:00Z,2025-04-03T22:00:00Z,3.259999999999998,5,mph,WNW
hourly,2025-04-01T15:12:58Z,2025-04-01T16:12:05Z,124,2025-04-04,2025-04-04T22:00:00Z,2025-04-04T23:00:00Z,3.950000000000003,5,mph,NW
hourly,2025-04-01T15:12:58Z,2025-04-01T16:12:05Z,124,2025-04-05,2025-04-05T21:00:00Z,2025-04-05T22:00:00Z,5.799999999999997,15,mph,NW
hourly,2025-04-01T15:12:58Z,2025-04-01T16:12:05Z,124,2025-04-06,2025-04-06T21:00:00Z,2025-04-06T22:00:00Z,6.699999999999999,15,mph,NNW
hourly,2025-04-01T15:12:59Z,2025-04-01T16:12:25Z,143,2025-04-02,2025-04-02T20:00:00Z,2025-04-02T21:00:00Z,3.289999999999999,20,mph,N
hourly,2025-04-01T15:12:59Z,2025-04-01T16:12:25Z,143,2025-04-03,2025-04-03T21:00:00Z,2025-04-03T22:00:00Z,5.43,12,mph,NW
hourly,2025-04-01T15:12:59Z,2025-04-01T16:12:25Z,143,2025-04-04,2025-04-04T21:00:00Z,2025-04-04T22:00:00Z,4.940000000000001,15,mph,NNW
hourly,2025-04-01T15:12:59Z,2025-04-01T16:12:25Z,143,2025-04-05,2025-04-05T21:00:00Z,2025-04-05T22:00:00Z,6.609999999999999,18,mph,NW
hourly,2025-04-01T15:12:59Z,2025-04-01T16:12:25Z,143,2025-04-06,2025-04-06T21:00:00Z,2025-04-06T22:00:00Z,6.210000000000001,16,mph,NNW
hourly,2025-04-01T15:13:00Z,2025-04-01T16:13:00Z,85,2025-04-02,2025-04-02T18:00:00Z,2025-04-02T19:00:00Z,0.8299999999999983,25,mph,NNE
hourly,2025-04-01T15:13:00Z,2025-04-01T16:13:00Z,85,2025-04-03,2025-04-03T21:00:00Z,2025-04-03T22:00:00Z,3.299999999999997,9,mph,WNW
hourly,2025-04-01T15:13:00Z,2025-04-01T16:13:00Z,85,2025-04-04,2025-04-04T21:00:00Z,2025-04-04T22:00:00Z,3.8699999999999974,14,mph,NW
hourly,2025-04-01T15:13:00Z,2025-04-01T16:13:00Z,85,2025-04-05,2025-04-05T21:00:00Z,2025-04-05T22:00:00Z,6.520000000000003,21,mph,NW
hourly,2025-04-01T15:13:00Z,2025-04-01T16:13:00Z,85,2025-04-06,2025-04-06T21:00:00Z,2025-04-06T22:00:00Z,6.670000000000002,20,mph,NNW
hourly,2025-04-01T15:13:01Z,2025-04-01T16:13:01Z,140,2025-04-02,2025-04-02T21:00:00Z,2025-04-02T22:00:00Z,1.1899999999999977,21,mph,N
hourly,2025-04-01T15:13:01Z,2025-04-01T16:13:01Z,140,2025-04-03,2025-04-03T21:00:00Z,2025-04-03T22:00:00Z,2.950000000000003,8,mph,W
hourly,2025-04-01T15:13:01Z,2025-04-01T16:13:01Z,140,2025-04-04,2025-04-04T21:00:00Z,2025-04-04T22:00:00Z,3.3299999999999983,13,mph,NW
hourly,2025-04-01T15:13:01Z,2025-04-01T16:13:01Z,140,2025-04-05,2025-04-05T20:00:00Z,2025-04-05T21:00:00Z,6.100000000000001,17,mph,NW
hourly,2025-04-01T15:13:01Z,2025-04-01T16:13:01Z,140,2025-04-06,2025-04-06T21:00:00Z,2025-04-06T22:00:00Z,6.27,16,mph,N
hourly,2025-04-01T15:13:02Z,2025-04-01T16:12:27Z,134,2025-04-02,2025-04-02T22:00:00Z,2025-04-02T23:00:00Z,3.990000000000002,17,mph,N
hourly,2025-04-01T15:13:02Z,2025-04-01T16:12:27Z,134,2025-04-03,2025-04-03T22:00:00Z,2025-04-03T23:00:00Z,7.200000000000003,8,mph,NE
hourly,2025-04-01T15:13:02Z,2025-04-01T16:12:27Z,134,2025-04-04,2025-04-04T22:00:00Z,2025-04-04T23:00:00Z,5.23,15,mph,N
hourly,2025-04-01T15:13:02Z,2025-04-01T16:12:27Z,134,2025-04-05,2025-04-05T21:00:00Z,2025-04-05T22:00:00Z,7.729999999999997,16,mph,NW
hourly,2025-04-01T15:13:02Z,2025-04-01T16:12:27Z,134,2025-04-06,2025-04-06T22:00:00Z,2025-04-06T23:00:00Z,8.659999999999997,12,mph,N
hourly,2025-04-01T15:13:32Z,2025-04-01T16:13:32Z,18,2025-04-02,2025-04-02T21:00:00Z,2025-04-02T22:00:00Z,2.0700000000000003,22,mph,N
hourly,2025-04-01T15:13:32Z,2025-04-01T16:13:32Z,18,2025-04-03,2025-04-03T21:00:00Z,2025-04-03T22:00:00Z,5.539999999999999,12,mph,WNW
hourly,2025-04-01T15:13:32Z,2025-04-01T16:13:32Z,18,2025-04-04,2025-04-04T21:00:00Z,2025-04-04T22:00:00Z,5.43,15,mph,NNW
hourly,2025-04-01T15:13:32Z,2025-04-01T16:13:32Z,18,2025-04-05,2025-04-05T21:00:00Z,2025-04-05T22:00:00Z,7.060000000000002,21,mph,NW
hourly,2025-04-01T15:13:32Z,2025-04-01T16:13:32Z,18,2025-04-06,2025-04-06T21:00:00Z,2025-04-06T22:00:00Z,7.34,18,mph,NNW
hourly,2025-04-01T15:13:33Z,2025-04-01T16:13:33Z,136,2025-04-02,2025-04-02T21:00:00Z,2025-04-02T22:00:00Z,3.990000000000002,17,mph,N
hourly,2025-04-01T15:13:33Z,2025-04-01T16:13:33Z,136,2025-04-03,2025-04-03T21:00:00Z,2025-04-03T22:00:00Z,6.789999999999999,8,mph,NE
hourly,2025-04-01T15:13:33Z,2025-04-01T16:13:33Z,136,2025-04-04,2025-04-04T22:00:00Z,2025-04-04T23:00:00Z,5.48,16,mph,NW
hourly,2025-04-01T15:13:33Z,2025-04-01T16:13:33Z,136,2025-04-05,2025-04-05T22:00:00Z,2025-04-05T23:00:00Z,8.43,16,mph,NW
hourly,2025-04-01T15:13:33Z,2025-04-01T16:13:33Z,136,2025-04-06,2025-04-06T22:00:00Z,2025-04-06T23:00:00Z,8.740000000000002,12,mph,N
hourly,2025-04-01T15:13:37Z,2025-04-01T16:12:42Z,219,2025-04-02,2025-04-02T11:00:00Z,2025-04-02T12:00:00Z,1.9899999999999984,21,mph,E
hourly,2025-04-01T15:13:37Z,2025-04-01T16:12:42Z,219,2025-04-03,2025-04-03T21:00:00Z,2025-04-03T22:00:00Z,3.729999999999997,9,mph,WNW
hourly,2025-04-01T15:13:37Z,2025-04-01T16:12:42Z,219,2025-04-04,2025-04-04T21:00:00Z,2025-04-04T22:00:00Z,5.740000000000002,12,mph,WNW
hourly,2025-04-01T15:13:37Z,2025-04-01T16:12:42Z,219,2025-04-05,2025-04-05T21:00:00Z,2025-04-05T22:00:00Z,7.030000000000001,20,mph,NW
hourly,2025-04-01T15:13:37Z,2025-04-01T16:12:42Z,219,2025-04-06,2025-04-06T21:00:00Z,2025-04-06T22:00:00Z,7.109999999999999,20,mph,NNW
hourly,2025-04-01T15:13:38Z,2025-04-01T16:12:50Z,65,2025-04-02,2025-04-02T21:00:00Z,2025-04-02T22:00:00Z,4.350000000000001,17,mph,N
hourly,2025-04-01T15:13:38Z,2025-04-01T16:12:50Z,65,2025-04-03,2025-04-03T22:00:00Z,2025-04-03T23:00:00Z,6.109999999999999,9,mph,N
hourly,2025-04-01T15:13:38Z,2025-04-01T16:12:50Z,65,2025-04-04,2025-04-04T21:00:00Z,2025-04-04T22:00:00Z,6.030000000000001,15,mph,NW
hourly,2025-04-01T15:13:38Z,2025-04-01T16:12:50Z,65,2025-04-05,2025-04-05T21:00:00Z,2025-04-05T22:00:00Z,7.859999999999999,15,mph,W
hourly,2025-04-01T15:13:38Z,2025-04-01T16:12:50Z,65,2025-04-06,2025-04-06T22:00:00Z,2025-04-06T23:00:00Z,8.780000000000001,10,mph,N
hourly,2025-04-01T15:13:39Z,2025-04-01T16:13:15Z,104,2025-04-02,2025-04-02T21:00:00Z,2025-04-02T22:00:00Z,1.5900000000000034,18,mph,N
hourly,2025-04-01T15:13:39Z,2025-04-01T16:13:15Z,104,2025-04-03,2025-04-03T21:00:00Z,2025-04-03T22:00:00Z,3.8100000000000023,10,mph,NW
hourly,2025-04-01T15:13:39Z,2025-04-01T16:13:15Z,104,2025-04-04,2025-04-04T21:00:00Z,2025-04-04T22:00:00Z,4.359999999999999,12,mph,NNW
hourly,2025-04-01T15:13:39Z,2025-04-01T16:13:15Z,104,2025-04-05,2025-04-05T21:00:00Z,2025-04-05T22:00:00Z,6.579999999999998,20,mph,NW
hourly,2025-04-01T15:13:39Z,2025-04-01T16:13:15Z,104,2025-04-06,2025-04-06T21:00:00Z,2025-04-06T22:00:00Z,6.530000000000001,17,mph,NNW
hourly,2025-04-01T15:13:41Z,2025-04-01T16:13:29Z,99,2025-04-02,2025-04-02T23:00:00Z,2025-04-03T00:00:00Z,4.890000000000001,14,mph,N
hourly,2025-04-01T15:13:41Z,2025-04-01T16:13:29Z,99,2025-04-03,2025-04-03T22:00:00Z,2025-04-03T23:00:00Z,5.770000000000003,12,mph,NNE
hourly,2025-04-01T15:13:41Z,2025-04-01T16:13:29Z,99,2025-04-04,2025-04-04T22:00:00Z,2025-04-04T23:00:00Z,6.809999999999999,16,mph,NNW
hourly,2025-04-01T15:13:41Z,2025-04-01T16:13:29Z,99,2025-04-05,2025-04-05T21:00:00Z,2025-04-05T22:00:00Z,7.979999999999997,18,mph,WNW
hourly,2025-04-01T15:13:41Z,2025-04-01T16:13:29Z,99,2025-04-06,2025-04-06T23:00:00Z,2025-04-07T00:00:00Z,9.240000000000002,12,mph,NE
hourly,2025-04-01T15:13:51Z,2025-04-01T16:13:43Z,192,2025-04-02,2025-04-02T22:00:00Z,2025-04-02T23:00:00Z,4.789999999999999,17,mph,N
hourly,2025-04-01T15:13:51Z,2025-04-01T16:13:43Z,192,2025-04-03,2025-04-03T22:00:00Z,2025-04-03T23:00:00Z,8.170000000000002,12,mph,SE
hourly,2025-04-01T15:13:51Z,2025-04-01T16:13:43Z,192,2025-04-04,2025-04-04T23:00:00Z,2025-04-05T00:00:00Z,6.890000000000001,16,mph,N
hourly,2025-04-01T15:13:51Z,2025-04-01T16:13:43Z,192,2025-04-05,2025-04-05T22:00:00Z,2025-04-05T23:00:00Z,10.380000000000003,15,mph,NW
hourly,2025-04-01T15:13:51Z,2025-04-01T16:13:43Z,192,2025-04-06,2025-04-06T22:00:00Z,2025-04-06T23:00:00Z,11.619999999999997,12,mph,N
hourly,2025-04-01T15:13:52Z,2025-04-01T16:13:52Z,19,2025-04-02,2025-04-02T17:00:00Z,2025-04-02T18:00:00Z,0.3999999999999986,23,mph,NNE
hourly,2025-04-01T15:13:52Z,2025-04-01T16:13:52Z,19,2025-04-03,2025-04-03T22:00:00Z,2025-04-03T23:00:00Z,2.039999999999999,7,mph,W
hourly,2025-04-01T15:13:52Z,2025-04-01T16:13:52Z,19,2025-04-04,2025-04-04T21:00:00Z,2025-04-04T22:00:00Z,3.219999999999999,13,mph,NW
hourly,2025-04-01T15:13:52Z,2025-04-01T16:13:52Z,19,2025-04-05,2025-04-05T21:00:00Z,2025-04-05T22:00:00Z,6.090000000000003,20,mph,NW
hourly,2025-04-01T15:13:52Z,2025-04-01T16:13:52Z,19,2025-04-06,2025-04-06T21:00:00Z,2025-04-06T22:00:00Z,6.550000000000001,18,mph,NNW
hourly,2025-04-01T15:13:58Z,2025-04-01T16:13:00Z,129,2025-04-02,2025-04-02T21:00:00Z,2025-04-02T22:00:00Z,2.370000000000001,22,mph,N
hourly,2025-04-01T15:13:58Z,2025-04-01T16:13:00Z,129,2025-04-03,2025-04-03T21:00:00Z,2025-04-03T22:00:00Z,5.100000000000001,9,mph,W
hourly,2025-04-01T15:13:58Z,2025-04-01T16:13:00Z,129,2025-04-04,2025-04-04T22:00:00Z,2025-04-04T23:00:00Z,3.91,16,mph,N
hourly,2025-04-01T15:13:58Z,2025-04-01T16:13:00Z,129,2025-04-05,2025-04-05T21:00:00Z,2025-04-05T22:00:00Z,6.370000000000001,18,mph,NW
hourly,2025-04-01T15:13:58Z,2025-04-01T16:13:00Z,129,2025-04-06,2025-04-06T21:00:00Z,2025-04-06T22:00:00Z,6.420000000000002,16,mph,N
hourly,2025-04-01T15:14:05Z,2025-04-01T16:14:05Z,20,2025-04-02,2025-04-02T22:00:00Z,2025-04-02T23:00:00Z,4.009999999999998,16,mph,N
hourly,2025-04-01T15:14:05Z,2025-04-01T16:14:05Z,20,2025-04-03,2025-04-03T21:00:00Z,2025-04-03T22:00:00Z,7.140000000000001,8,mph,SE
hourly,2025-04-01T15:14:05Z,2025-04-01T16:14:05Z,20,2025-04-04,2025-04-04T22:00:00Z,2025-04-04T23:00:00Z,5.920000000000002,14,mph,N
hourly,2025-04-01T15:14:05Z,2025-04-01T16:14:05Z,20,2025-04-05,2025-04-05T21:00:00Z,2025-04-05T22:00:00Z,9.29,14,mph,NW
hourly,2025-04-01T15:14:05Z,2025-04-01T16:14:05Z,20,2025-04-06,2025-04-06T22:00:00Z,2025-04-06T23:00:00Z,9.5,10,mph,N
hourly,2025-04-01T15:14:22Z,2025-04-01T16:14:22Z,101,2025-04-02,2025-04-02T23:00:00Z,2025-04-03T00:00:00Z,3.759999999999998,15,mph,N
hourly,2025-04-01T15:14:22Z,2025-04-01T16:14:22Z,101,2025-04-03,2025-04-03T21:00:00Z,2025-04-03T22:00:00Z,4.66,12,mph,N
hourly,2025-04-01T15:14:22Z,2025-04-01T16:14:22Z,101,2025-04-04,2025-04-04T22:00:00Z,2025-04-04T23:00:00Z,5.620000000000001,17,mph,NNW
hourly,2025-04-01T15:14:22Z,2025-04-01T16:14:22Z,101,2025-04-05,2025-04-05T23:00:00Z,2025-04-06T00:00:00Z,7.25,18,mph,WNW
hourly,2025-04-01T15:14:22Z,2025-04-01T16:14:22Z,101,2025-04-06,2025-04-06T23:00:00Z,2025-04-07T00:00:00Z,8.049999999999997,12,mph,ENE
hourly,2025-04-01T15:14:23Z,2025-04-01T16:13:38Z,166,2025-04-02,2025-04-02T21:00:00Z,2025-04-02T22:00:00Z,3.969999999999999,18,mph,N
hourly,2025-04-01T15:14:23Z,2025-04-01T16:13:38Z,166,2025-04-03,2025-04-03T22:00:00Z,2025-04-03T23:00:00Z,6.439999999999998,8,mph,N
hourly,2025-04-01T15:14:23Z,2025-04-01T16:13:38Z,166,2025-04-04,2025-04-04T22:00:00Z,2025-04-04T23:00:00Z,5.59,16,mph,NW
hourly,2025-04-01T15:14:23Z,2025-04-01T16:13:38Z,166,2025-04-05,2025-04-05T21:00:00Z,2025-04-05T22:00:00Z,7.27,16,mph,NW
hourly,2025-04-01T15:14:23Z,2025-04-01T16:13:38Z,166,2025-04-06,2025-04-06T22:00:00Z,2025-04-06T23:00:00Z,8.5,12,mph,NW
hourly,2025-04-01T15:14:25Z,2025-04-01T16:14:15Z,178,2025-04-02,2025-04-02T21:00:00Z,2025-04-02T22:00:00Z,4.450000000000003,20,mph,N
hourly,2025-04-01T15:14:25Z,2025-04-01T16:14:15Z,178,2025-04-03,2025-04-03T21:00:00Z,2025-04-03T22:00:00Z,6.289999999999999,10,mph,N
hourly,2025-04-01T15:14:25Z,2025-04-01T16:14:15Z,178,2025-04-04,2025-04-04T21:00:00Z,2025-04-04T22:00:00Z,5.949999999999999,18,mph,NW
hourly,2025-04-01T15:14:25Z,2025-04-01T16:14:15Z,178,2025-04-05,2025-04-05T22:00:00Z,2025-04-05T23:00:00Z,7.759999999999998,16,mph,NW
hourly,2025-04-01T15:14:25Z,2025-04-01T16:14:15Z,178,2025-04-06,2025-04-06T22:00:00Z,2025-04-06T23:00:00Z,8.700000000000003,12,mph,N
hourly,2025-04-01T15:14:27Z,2025-04-01T16:14:27Z,81,2025-04-02,2025-04-02T21:00:00Z,2025-04-02T22:00:00Z,3.6099999999999994,17,mph,N
hourly,2025-04-01T15:14:27Z,2025-04-01T16:14:27Z,81,2025-04-03,2025-04-03T21:00:00Z,2025-04-03T22:00:00Z,7.409999999999997,7,mph,SE
hourly,2025-04-01T15:14:27Z,2025-04-01T16:14:27Z,81,2025-04-04,2025-04-04T22:00:00Z,2025-04-04T23:00:00Z,5.629999999999999,15,mph,N
hourly,2025-04-01T15:14:27Z,2025-04-01T16:14:27Z,81,2025-04-05,2025-04-05T21:00:00Z,2025-04-05T22:00:00Z,8.579999999999998,15,mph,NW
hourly,2025-04-01T15:14:27Z,2025-04-01T16:14:27Z,81,2025-04-06,2025-04-06T22:00:00Z,2025-04-06T23:00:00Z,9.090000000000003,12,mph,N
hourly,2025-04-01T15:14:31Z,2025-04-01T16:14:31Z,21,2025-04-02,2025-04-02T21:00:00Z,2025-04-02T22:00:00Z,2.3500000000000014,25,mph,N
hourly,2025-04-01T15:14:31Z,2025-04-01T16:14:31Z,21,2025-04-03,2025-04-03T21:00:00Z,2025-04-03T22:00:00Z,2.8800000000000026,8,mph,W
hourly,2025-04-01T15:14:31Z,2025-04-01T16:14:31Z,21,2025-04-04,2025-04-04T20:00:00Z,2025-04-04T21:00:00Z,3.5799999999999983,15,mph,NW
hourly,2025-04-01T15:14:31Z,2025-04-01T16:14:31Z,21,2025-04-05,2025-04-05T21:00:00Z,2025-04-05T22:00:00Z,6.3699999999999974,20,mph,NW
hourly,2025-04-01T15:14:31Z,2025-04-01T16:14:31Z,21,2025-04-06,2025-04-06T21:00:00Z,2025-04-06T22:00:00Z,6.289999999999999,18,mph,N
hourly,2025-04-01T15:14:35Z,2025-04-01T16:14:35Z,97,2025-04-02,2025-04-02T21:00:00Z,2025-04-02T22:00:00Z,2.759999999999998,22,mph,N
hourly,2025-04-01T15:14:35Z,2025-04-01T16:14:35Z,97,2025-04-03,2025-04-03T21:00:00Z,2025-04-03T22:00:00Z,5.829999999999998,12,mph,NW
hourly,2025-04-01T15:14:35Z,2025-04-01T16:14:35Z,97,2025-04-04,2025-04-04T21:00:00Z,2025-04-04T22:00:00Z,4.789999999999999,15,mph,NNW
hourly,2025-04-01T15:14:35Z,2025-04-01T16:14:35Z,97,2025-04-05,2025-04-05T21:00:00Z,2025-04-05T22:00:00Z,6.770000000000003,21,mph,NW
hourly,2025-04-01T15:14:35Z,2025-04-01T16:14:35Z,97,2025-04-06,2025-04-06T21:00:00Z,2025-04-06T22:00:00Z,6.899999999999999,18,mph,NNW
hourly,2025-04-01T15:14:36Z,2025-04-01T16:13:41Z,75,2025-04-02,2025-04-02T11:00:00Z,2025-04-02T12:00:00Z,0.6799999999999997,22,mph,ENE
hourly,2025-04-01T15:14:36Z,2025-04-01T16:13:41Z,75,2025-04-03,2025-04-03T21:00:00Z,2025-04-03T22:00:00Z,2.020000000000003,8,mph,W
hourly,2025-04-01T15:14:36Z,2025-04-01T16:13:41Z,75,2025-04-04,2025-04-04T21:00:00Z,2025-04-04T22:00:00Z,3.1799999999999997,12,mph,NW
hourly,2025-04-01T15:14:36Z,2025-04-01T16:13:41Z,75,2025-04-05,2025-04-05T21:00:00Z,2025-04-05T22:00:00Z,6.189999999999998,20,mph,WNW
hourly,2025-04-01T15:14:36Z,2025-04-01T16:13:41Z,75,2025-04-06,2025-04-06T21:00:00Z,2025-04-06T22:00:00Z,6.960000000000001,21,mph,N
hourly,2025-04-01T15:14:38Z,2025-04-01T16:14:38Z,184,2025-04-02,2025-04-02T22:00:00Z,2025-04-02T23:00:00Z,1.6199999999999974,18,mph,NNW
hourly,2025-04-01T15:14:38Z,2025-04-01T16:14:38Z,184,2025-04-03,2025-04-03T22:00:00Z,2025-04-03T23:00:00Z,2.460000000000001,7,mph,WNW
hourly,2025-04-01T15:14:38Z,2025-04-01T16:14:38Z,184,2025-04-04,2025-04-04T21:00:00Z,2025-04-04T22:00:00Z,4.009999999999998,9,mph,NNW
hourly,2025-04-01T15:14:38Z,2025-04-01T16:14:38Z,184,2025-04-05,2025-04-05T21:00:00Z,2025-04-05T22:00:00Z,5.789999999999999,16,mph,NW
hourly,2025-04-01T15:14:38Z,2025-04-01T16:14:38Z,184,2025-04-06,2025-04-06T21:00:00Z,2025-04-06T22:00:00Z,6.129999999999999,20,mph,NNW
hourly,2025-04-01T15:14:42Z,2025-04-01T16:13:47Z,2,2025-04-02,2025-04-02T11:00:00Z,2025-04-02T12:00:00Z,1.7300000000000004,22,mph,ENE
hourly,2025-04-01T15:14:42Z,2025-04-01T16:13:47Z,2,2025-04-03,2025-04-03T21:00:00Z,2025-04-03T22:00:00Z,3.8100000000000023,9,mph,WNW
hourly,2025-04-01T15:14:42Z,2025-04-01T16:13:47Z,2,2025-04-04,2025-04-04T21:00:00Z,2025-04-04T22:00:00Z,4.780000000000001,12,mph,WNW
hourly,2025-04-01T15:14:42Z,2025-04-01T16:13:47Z,2,2025-04-05,2025-04-05T21:00:00Z,2025-04-05T22:00:00Z,7.030000000000001,22,mph,NW
hourly,2025-04-01T15:14:42Z,2025-04-01T16:13:47Z,2,2025-04-06,2025-04-06T21:00:00Z,2025-04-06T22:00:00Z,6.899999999999999,23,mph,NNW
hourly,2025-04-01T15:14:44Z,2025-04-01T16:14:44Z,211,2025-04-02,2025-04-02T20:00:00Z,2025-04-02T21:00:00Z,2.509999999999998,21,mph,N
hourly,2025-04-01T15:14:44Z,2025-04-01T16:14:44Z,211,2025-04-03,2025-04-03T22:00:00Z,2025-04-03T23:00:00Z,5.640000000000001,9,mph,SE
hourly,2025-04-01T15:14:44Z,2025-04-01T16:14:44Z,211,2025-04-04,2025-04-04T23:00:00Z,2025-04-05T00:00:00Z,5.140000000000001,17,mph,N
hourly,2025-04-01T15:14:44Z,2025-04-01T16:14:44Z,211,2025-04-05,2025-04-05T21:00:00Z,2025-04-05T22:00:00Z,8.29,16,mph,NW
hourly,2025-04-01T15:14:44Z,2025-04-01T16:14:44Z,211,2025-04-06,2025-04-06T22:00:00Z,2025-04-06T23:00:00Z,9.11,14,mph,N
hourly,2025-04-01T15:14:45Z,2025-04-01T16:13:52Z,172,2025-04-02,2025-04-02T11:00:00Z,2025-04-02T12:00:00Z,1.4600000000000009,17,mph,ENE
hourly,2025-04-01T15:14:45Z,2025-04-01T16:13:52Z,172,2025-04-03,2025-04-03T21:00:00Z,2025-04-03T22:00:00Z,4.509999999999998,9,mph,WNW
hourly,2025-04-01T15:14:45Z,2025-04-01T16:13:52Z,172,2025-04-04,2025-04-04T21:00:00Z,2025-04-04T22:00:00Z,5.340000000000003,12,mph,NW
hourly,2025-04-01T15:14:45Z,2025-04-01T16:13:52Z,172,2025-04-05,2025-04-05T21:00:00Z,2025-04-05T22:00:00Z,7.32,20,mph,NW
hourly,2025-04-01T15:14:45Z,2025-04-01T16:13:52Z,172,2025-04-06,2025-04-06T21:00:00Z,2025-04-06T22:00:00Z,7.420000000000002,20,mph,NNW
hourly,2025-04-01T15:14:46Z,2025-04-01T16:14:02Z,139,2025-04-02,2025-04-02T21:00:00Z,2025-04-02T22:00:00Z,4.469999999999999,20,mph,N
hourly,2025-04-01T15:14:46Z,2025-04-01T16:14:02Z,139,2025-04-03,2025-04-03T21:00:00Z,2025-04-03T22:00:00Z,6.460000000000001,10,mph,N
hourly,2025-04-01T15:14:46Z,2025-04-01T16:14:02Z,139,2025-04-04,2025-04-04T22:00:00Z,2025-04-04T23:00:00Z,5.719999999999999,17,mph,NW
hourly,2025-04-01T15:14:46Z,2025-04-01T16:14:02Z,139,2025-04-05,2025-04-05T21:00:00Z,2025-04-05T22:00:00Z,7.460000000000001,17,mph,NW
hourly,2025-04-01T15:14:46Z,2025-04-01T16:14:02Z,139,2025-04-06,2025-04-06T22:00:00Z,2025-04-06T23:00:00Z,8.719999999999999,12,mph,N
hourly,2025-04-01T15:14:47Z,2025-04-01T16:13:52Z,158,2025-04-02,2025-04-02T23:00:00Z,2025-04-03T00:00:00Z,4.030000000000001,14,mph,N
hourly,2025-04-01T15:14:47Z,2025-04-01T16:13:52Z,158,2025-04-03,2025-04-03T22:00:00Z,2025-04-03T23:00:00Z,7.18,9,mph,SE
hourly,2025-04-01T15:14:47Z,2025-04-01T16:13:52Z,158,2025-04-04,2025-04-04T22:00:00Z,2025-04-04T23:00:00Z,5.300000000000001,15,mph,N
