station_id,station_name,latitude,longitude,elevation,date,delta_t,wind_speed,wind_gust,wind_speed_unit,wind_direction
99,Dagmar,48.55591,-104.34651,2112,2025-05-17,10.1,10.954,19.618,mph,91.8
99,Dagmar,48.55591,-104.34651,2112,2025-05-18,2.8,22.884,30.803,mph,95.6
99,Dagmar,48.55591,-104.34651,2112,2025-05-19,2.4,13.656,21.989,mph,66.1
99,Dagmar,48.55591,-104.34651,2112,2025-05-20,3.7,6.811,13.665,mph,46.47
99,Dagmar,48.55591,-104.34651,2112,2025-05-21,4.4,5.923,10.062,mph,59.56
99,Dagmar,48.55591,-104.34651,2112,2025-05-22,11.6,8.814,16.522,mph,90.6
99,Dagmar,48.55591,-104.34651,2112,2025-05-23,12,16.399,24.964,mph,124.7
99,Dagmar,48.55591,-104.34651,2112,2025-05-24,13.2,14.618,26.463,mph,156.3
99,Dagmar,48.55591,-104.34651,2112,2025-05-25,16.3,13.039,22.235,mph,151.9
99,Dagmar,48.55591,-104.34651,2112,2025-05-26,16.3,16.889,24.226,mph,155.3
192,Davis Dam,46.56414,-103.69703,2906,2025-05-01,8.5,12.355,20.736,mph,352.1
192,Davis Dam,46.56414,-103.69703,2906,2025-05-02,16.7,5.279,13.044,mph,226.6
192,Davis Dam,46.56414,-103.69703,2906,2025-05-03,22.3,8.637,18.768,mph,160
192,Davis Dam,46.56414,-103.69703,2906,2025-05-04,25.2,21.832,32.055,mph,163.3
192,Davis Dam,46.56414,-103.69703,2906,2025-05-05,13.2,17.334,26.575,mph,9.59
192,Davis Dam,46.56414,-103.69703,2906,2025-05-06,13.9,13.786,24.092,mph,45.17
192,Davis Dam,46.56414,-103.69703,2906,2025-05-07,16.8,15.119,28.074,mph,155.6
192,Davis Dam,46.56414,-103.69703,2906,2025-05-08,24.8,8.704,17.764,mph,264.8
192,Davis Dam,46.56414,-103.69703,2906,2025-05-09,23.6,6.586,18.499,mph,126.4
192,Davis Dam,46.56414,-103.69703,2906,2025-05-10,30.8,17.113,31.921,mph,242.4
192,Davis Dam,46.56414,-103.69703,2906,2025-05-11,31.9,10.954,21.251,mph,240.7
192,Davis Dam,46.56414,-103.69703,2906,2025-05-12,33,14.645,26.217,mph,201.3
192,Davis Dam,46.56414,-103.69703,2906,2025-05-13,19.4,9.109,19.752,mph,22.1
192,Davis Dam,46.56414,-103.69703,2906,2025-05-14,4.9,8.536,14.162,mph,335.8
192,Davis Dam,46.56414,-103.69703,2906,2025-05-15,1.5,19.461,32.167,mph,307.7
192,Davis Dam,46.56414,-103.69703,2906,2025-05-16,7.4,17.985,29.326,mph,339.4
192,Davis Dam,46.56414,-103.69703,2906,2025-05-17,9.6,12.462,21.117,mph,107.6
192,Davis Dam,46.56414,-103.69703,2906,2025-05-18,1.2,26.15,39.37,mph,108.1
192,Davis Dam,46.56414,-103.69703,2906,2025-05-19,0.6,15.683,25.456,mph,46.08
192,Davis Dam,46.56414,-103.69703,2906,2025-05-20,3.4,10.599,17.019,mph,334.4
192,Davis Dam,46.56414,-103.69703,2906,2025-05-21,6.2,10.095,16.148,mph,12.2
192,Davis Dam,46.56414,-103.69703,2906,2025-05-22,12.9,7.16,16.645,mph,121.9
192,Davis Dam,46.56414,-103.69703,2906,2025-05-23,5,15.757,24.964,mph,119.2
192,Davis Dam,46.56414,-103.69703,2906,2025-05-24,2.9,10.646,17.144,mph,135.1
192,Davis Dam,46.56414,-103.69703,2906,2025-05-25,9.4,12.449,22.861,mph,147
192,Davis Dam,46.56414,-103.69703,2906,2025-05-26,10.9,19.953,31.295,mph,146.5
19,Dazey,47.18321,-98.13767,1441,2025-05-01,11.5,10.762,18.634,mph,355.5
19,Dazey,47.18321,-98.13767,1441,2025-05-02,11.4,7.156,14.285,mph,301.1
19,Dazey,47.18321,-98.13767,1441,2025-05-03,20.6,7.277,16.645,mph,246.1
19,Dazey,47.18321,-98.13767,1441,2025-05-04,24.2,18.388,26.955,mph,176.9
19,Dazey,47.18321,-98.13767,1441,2025-05-05,24.8,15.209,26.575,mph,185.1
19,Dazey,47.18321,-98.13767,1441,2025-05-06,17.7,19.864,28.454,mph,27.92
19,Dazey,47.18321,-98.13767,1441,2025-05-07,17.2,5.174,12.173,mph,123.1
19,Dazey,47.18321,-98.13767,1441,2025-05-08,21.2,15.325,25.837,mph,187.5
19,Dazey,47.18321,-98.13767,1441,2025-05-09,20.6,14.428,21.743,mph,0.707
19,Dazey,47.18321,-98.13767,1441,2025-05-10,25.9,18.701,29.438,mph,196.9
19,Dazey,47.18321,-98.13767,1441,2025-05-11,31.6,23.197,35.523,mph,197.8
19,Dazey,47.18321,-98.13767,1441,2025-05-12,29.3,20.938,31.675,mph,197.1
19,Dazey,47.18321,-98.13767,1441,2025-05-13,29.4,20.535,31.295,mph,180.2
19,Dazey,47.18321,-98.13767,1441,2025-05-14,24.3,14.495,23.734,mph,164.7
19,Dazey,47.18321,-98.13767,1441,2025-05-15,13.7,16.003,26.217,mph,116.8
19,Dazey,47.18321,-98.13767,1441,2025-05-16,1.4,28.789,40.623,mph,328
19,Dazey,47.18321,-98.13767,1441,2025-05-17,3,13.67,19.886,mph,351.7
19,Dazey,47.18321,-98.13767,1441,2025-05-18,5.4,15.003,22.615,mph,78.8
19,Dazey,47.18321,-98.13767,1441,2025-05-19,5.3,18.432,30.557,mph,90.9
19,Dazey,47.18321,-98.13767,1441,2025-05-20,1.9,3.255,11.677,mph,84.2
19,Dazey,47.18321,-98.13767,1441,2025-05-21,2,5.545,9.069,mph,51.18
19,Dazey,47.18321,-98.13767,1441,2025-05-22,15.8,7.096,14.659,mph,16.89
19,Dazey,47.18321,-98.13767,1441,2025-05-23,15.6,9.726,17.267,mph,74.91
19,Dazey,47.18321,-98.13767,1441,2025-05-24,18.4,5.179,15.032,mph,119.4
19,Dazey,47.18321,-98.13767,1441,2025-05-25,21.4,4.854,15.281,mph,336.4
19,Dazey,47.18321,-98.13767,1441,2025-05-26,19.6,4.599,17.144,mph,138.3
129,Denhoff,47.48741,-100.24677,2070,2025-05-01,15.9,9.983,17.64,mph,335.3
129,Denhoff,47.48741,-100.24677,2070,2025-05-02,15.8,6.751,13.54,mph,322.9
129,Denhoff,47.48741,-100.24677,2070,2025-05-03,21.2,9.055,16.397,mph,177.5
129,Denhoff,47.48741,-100.24677,2070,2025-05-04,24.2,21.765,30.691,mph,172.7
129,Denhoff,47.48741,-100.24677,2070,2025-05-05,21.4,14.021,22.973,mph,206
129,Denhoff,47.48741,-100.24677,2070,2025-05-06,17.5,14.764,26.843,mph,35.51
129,Denhoff,47.48741,-100.24677,2070,2025-05-07,19.4,7.212,14.037,mph,129.5
129,Denhoff,47.48741,-100.24677,2070,2025-05-08,23.6,20.915,31.049,mph,190.8
129,Denhoff,47.48741,-100.24677,2070,2025-05-09,20.4,9.959,19.26,mph,6.845
129,Denhoff,47.48741,-100.24677,2070,2025-05-10,24.7,21.654,31.295,mph,183.9
129,Denhoff,47.48741,-100.24677,2070,2025-05-11,29.9,22.951,32.301,mph,185.6
129,Denhoff,47.48741,-100.24677,2070,2025-05-12,28.1,15.744,23.98,mph,182.8
129,Denhoff,47.48741,-100.24677,2070,2025-05-13,22.4,6.99,14.659,mph,272.9
129,Denhoff,47.48741,-100.24677,2070,2025-05-14,15.7,10.999,19.372,mph,0.695
129,Denhoff,47.48741,-100.24677,2070,2025-05-15,0.5,18.231,26.083,mph,10.87
129,Denhoff,47.48741,-100.24677,2070,2025-05-16,1.3,27.112,39.996,mph,347.7
129,Denhoff,47.48741,-100.24677,2070,2025-05-17,4.5,8.48,15.281,mph,18.83
129,Denhoff,47.48741,-100.24677,2070,2025-05-18,3.8,16.104,24.718,mph,95.6
129,Denhoff,47.48741,-100.24677,2070,2025-05-19,1.8,23.063,33.912,mph,66.15
129,Denhoff,47.48741,-100.24677,2070,2025-05-20,0.9,10.661,15.529,mph,54.78
129,Denhoff,47.48741,-100.24677,2070,2025-05-21,2.4,6.565,10.807,mph,33.85
129,Denhoff,47.48741,-100.24677,2070,2025-05-22,13,3.973,8.82,mph,125
129,Denhoff,47.48741,-100.24677,2070,2025-05-23,15,8.268,18.88,mph,116.4
129,Denhoff,47.48741,-100.24677,2070,2025-05-24,16.4,5.686,13.169,mph,90.4
129,Denhoff,47.48741,-100.24677,2070,2025-05-25,17.7,9.001,17.64,mph,153.7
129,Denhoff,47.48741,-100.24677,2070,2025-05-26,17.3,9.066,18.388,mph,170.8
20,Dickinson,46.89483,-102.81284,2518,2025-05-01,9.4,12.815,22.727,mph,359.1
20,Dickinson,46.89483,-102.81284,2518,2025-05-02,17.5,5.384,12.795,mph,219.8
20,Dickinson,46.89483,-102.81284,2518,2025-05-03,25.5,10.127,20.49,mph,169.3
20,Dickinson,46.89483,-102.81284,2518,2025-05-04,25,17.56,30.557,mph,175.8
20,Dickinson,46.89483,-102.81284,2518,2025-05-05,15.8,13.594,23.354,mph,7.208
20,Dickinson,46.89483,-102.81284,2518,2025-05-06,14.5,11.328,19.998,mph,54.08
20,Dickinson,46.89483,-102.81284,2518,2025-05-07,17.4,11.554,22.481,mph,170.4
20,Dickinson,46.89483,-102.81284,2518,2025-05-08,25.5,9.901,19.506,mph,217.6
20,Dickinson,46.89483,-102.81284,2518,2025-05-09,22.9,6.127,13.169,mph,89.7
20,Dickinson,46.89483,-102.81284,2518,2025-05-10,31.4,14.397,30.557,mph,238.8
20,Dickinson,46.89483,-102.81284,2518,2025-05-11,33.2,11.84,22.481,mph,226.3
20,Dickinson,46.89483,-102.81284,2518,2025-05-12,32.8,11.661,22.615,mph,209
20,Dickinson,46.89483,-102.81284,2518,2025-05-13,21.3,10.265,19.618,mph,9.81
20,Dickinson,46.89483,-102.81284,2518,2025-05-14,4.3,3.302,9.442,mph,33.56
20,Dickinson,46.89483,-102.81284,2518,2025-05-15,1.1,20.267,32.928,mph,312.5
20,Dickinson,46.89483,-102.81284,2518,2025-05-16,3.1,10.632,19.752,mph,339.1
20,Dickinson,46.89483,-102.81284,2518,2025-05-17,9.3,6.554,12.918,mph,82.9
20,Dickinson,46.89483,-102.81284,2518,2025-05-18,1.8,9.576,21.989,mph,118
20,Dickinson,46.89483,-102.81284,2518,2025-05-19,0.8,16.52,30.691,mph,60.65
20,Dickinson,46.89483,-102.81284,2518,2025-05-20,3.8,9.514,16.025,mph,340
20,Dickinson,46.89483,-102.81284,2518,2025-05-21,4.7,5.628,10.807,mph,328.4
20,Dickinson,46.89483,-102.81284,2518,2025-05-22,11,4.545,10.932,mph,109.8
20,Dickinson,46.89483,-102.81284,2518,2025-05-23,10.8,11.672,22.861,mph,144.5
20,Dickinson,46.89483,-102.81284,2518,2025-05-24,8.2,8.06,17.64,mph,143.1
20,Dickinson,46.89483,-102.81284,2518,2025-05-25,14.4,12.194,21.117,mph,176.1
20,Dickinson,46.89483,-102.81284,2518,2025-05-26,15.3,16.131,29.326,mph,164.2
101,Dooley,48.83369,-104.38458,2569,2025-05-01,10.3,18.477,27.335,mph,357.2
101,Dooley,48.83369,-104.38458,2569,2025-05-02,20.7,11.952,21.609,mph,227.5
101,Dooley,48.83369,-104.38458,2569,2025-05-03,25.7,13.735,21.497,mph,177.8
101,Dooley,48.83369,-104.38458,2569,2025-05-04,28.4,10.214,19.26,mph,227.6
101,Dooley,48.83369,-104.38458,2569,2025-05-05,7.9,11.314,19.26,mph,12.54
101,Dooley,48.83369,-104.38458,2569,2025-05-06,15,3.704,7.579,mph,101
101,Dooley,48.83369,-104.38458,2569,2025-05-07,18.3,21.363,32.793,mph,172.7
101,Dooley,48.83369,-104.38458,2569,2025-05-08,27.6,17.918,28.454,mph,274
101,Dooley,48.83369,-104.38458,2569,2025-05-09,19.6,6.957,20.244,mph,158.4
101,Dooley,48.83369,-104.38458,2569,2025-05-10,25.9,9.001,16.148,mph,239.6
101,Dooley,48.83369,-104.38458,2569,2025-05-11,27.3,9.753,17.019,mph,196.5
101,Dooley,48.83369,-104.38458,2569,2025-05-12,28.8,12.518,25.725,mph,214.8
101,Dooley,48.83369,-104.38458,2569,2025-05-13,15.2,16.591,26.463,mph,335.6
101,Dooley,48.83369,-104.38458,2569,2025-05-14,3.6,10.896,16.148,mph,25.38
101,Dooley,48.83369,-104.38458,2569,2025-05-15,1.2,30.333,44.716,mph,1.613
101,Dooley,48.83369,-104.38458,2569,2025-05-16,9.4,22.817,31.675,mph,347.2
101,Dooley,48.83369,-104.38458,2569,2025-05-17,7.9,11.314,19.618,mph,104.7
101,Dooley,48.83369,-104.38458,2569,2025-05-18,3,25.456,35.411,mph,102.3
101,Dooley,48.83369,-104.38458,2569,2025-05-19,1.5,17.171,23.108,mph,77.1
101,Dooley,48.83369,-104.38458,2569,2025-05-20,2.1,5.995,13.417,mph,56.02
101,Dooley,48.83369,-104.38458,2569,2025-05-21,3,4.915,9.317,mph,65.99
101,Dooley,48.83369,-104.38458,2569,2025-05-22,8.8,8.69,15.404,mph,104.7
101,Dooley,48.83369,-104.38458,2569,2025-05-23,11.6,16.931,27.581,mph,120.9
101,Dooley,48.83369,-104.38458,2569,2025-05-24,14.3,14.48,22.481,mph,131.1
101,Dooley,48.83369,-104.38458,2569,2025-05-25,16.7,15.444,25.344,mph,155.3
101,Dooley,48.83369,-104.38458,2569,2025-05-26,16.7,19.819,29.572,mph,162.5
166,Dry Fork,48.24077,-102.89402,2140,2025-05-01,6.1,10.86,19.752,mph,347.4
166,Dry Fork,48.24077,-102.89402,2140,2025-05-02,16.9,6.874,13.788,mph,230.7
166,Dry Fork,48.24077,-102.89402,2140,2025-05-03,25.4,9.306,17.889,mph,140.9
166,Dry Fork,48.24077,-102.89402,2140,2025-05-04,28.7,10.411,23.6,mph,205.6
166,Dry Fork,48.24077,-102.89402,2140,2025-05-05,13.7,23.264,36.149,mph,11.71
166,Dry Fork,48.24077,-102.89402,2140,2025-05-06,16.1,7.297,14.659,mph,9.32
166,Dry Fork,48.24077,-102.89402,2140,2025-05-07,18.1,16.417,24.852,mph,137.7
166,Dry Fork,48.24077,-102.89402,2140,2025-05-08,25.1,14.621,26.843,mph,238.1
166,Dry Fork,48.24077,-102.89402,2140,2025-05-09,20,5.445,13.169,mph,64.11
166,Dry Fork,48.24077,-102.89402,2140,2025-05-10,30.6,14.372,24.718,mph,237.8
166,Dry Fork,48.24077,-102.89402,2140,2025-05-11,29.8,9.095,16.397,mph,242.7
166,Dry Fork,48.24077,-102.89402,2140,2025-05-12,30.9,6.02,14.782,mph,205.4
166,Dry Fork,48.24077,-102.89402,2140,2025-05-13,18.9,16.636,26.463,mph,343.7
166,Dry Fork,48.24077,-102.89402,2140,2025-05-14,2.3,6.378,12.173,mph,71.18
166,Dry Fork,48.24077,-102.89402,2140,2025-05-15,1.2,21.721,34.404,mph,345.3
166,Dry Fork,48.24077,-102.89402,2140,2025-05-16,4.9,8.843,18.88,mph,346.6
166,Dry Fork,48.24077,-102.89402,2140,2025-05-17,8.1,7.896,15.281,mph,62.97
166,Dry Fork,48.24077,-102.89402,2140,2025-05-18,4.9,19.394,30.176,mph,114.8
166,Dry Fork,48.24077,-102.89402,2140,2025-05-19,2.7,13.938,22.727,mph,74.43
166,Dry Fork,48.24077,-102.89402,2140,2025-05-20,2.9,7.943,14.037,mph,45.53
166,Dry Fork,48.24077,-102.89402,2140,2025-05-21,3.6,7.154,11.554,mph,355.7
166,Dry Fork,48.24077,-102.89402,2140,2025-05-22,9.3,10.268,16.397,mph,140.6
166,Dry Fork,48.24077,-102.89402,2140,2025-05-23,14.1,11.393,18.634,mph,150.7
166,Dry Fork,48.24077,-102.89402,2140,2025-05-24,15.7,9.176,15.9,mph,162.7
166,Dry Fork,48.24077,-102.89402,2140,2025-05-25,16.6,8.861,16.522,mph,136.3
166,Dry Fork,48.24077,-102.89402,2140,2025-05-26,17.5,12.929,21.117,mph,140.2
178,Dublin,48.40139,-103.50166,2110,2025-05-01,8.5,9.051,17.515,mph,351.2
178,Dublin,48.40139,-103.50166,2110,2025-05-02,17.1,7.778,15.155,mph,209.7
178,Dublin,48.40139,-103.50166,2110,2025-05-03,25.6,10.207,16.274,mph,160.3
178,Dublin,48.40139,-103.50166,2110,2025-05-04,28.9,10.552,20.244,mph,204.8
178,Dublin,48.40139,-103.50166,2110,2025-05-05,11.5,23.197,37.133,mph,5.687
178,Dublin,48.40139,-103.50166,2110,2025-05-06,15.5,8.574,15.652,mph,12.82
178,Dublin,48.40139,-103.50166,2110,2025-05-07,19.2,16.406,27.693,mph,168.1
178,Dublin,48.40139,-103.50166,2110,2025-05-08,25.3,12.677,24.472,mph,251.6
178,Dublin,48.40139,-103.50166,2110,2025-05-09,21,5.997,13.169,mph,125.8
178,Dublin,48.40139,-103.50166,2110,2025-05-10,29.1,14.064,23.734,mph,238.9
178,Dublin,48.40139,-103.50166,2110,2025-05-11,27.2,4.196,8.447,mph,77.28
178,Dublin,48.40139,-103.50166,2110,2025-05-12,28.2,5.769,15.032,mph,205
178,Dublin,48.40139,-103.50166,2110,2025-05-13,17.4,13.551,23.98,mph,334.5
178,Dublin,48.40139,-103.50166,2110,2025-05-14,3,8.717,14.162,mph,3.13
178,Dublin,48.40139,-103.50166,2110,2025-05-15,1.5,15.242,28.566,mph,345.6
178,Dublin,48.40139,-103.50166,2110,2025-05-16,7.2,13.006,24.964,mph,344.6
178,Dublin,48.40139,-103.50166,2110,2025-05-17,8.2,7.512,18.142,mph,75.82
178,Dublin,48.40139,-103.50166,2110,2025-05-18,3.9,23.376,34.292,mph,105
178,Dublin,48.40139,-103.50166,2110,2025-05-19,2.6,14.314,22.727,mph,60.61
178,Dublin,48.40139,-103.50166,2110,2025-05-20,2.3,4.959,8.695,mph,349.2
178,Dublin,48.40139,-103.50166,2110,2025-05-21,3.2,5.711,10.062,mph,14.55
178,Dublin,48.40139,-103.50166,2110,2025-05-22,9.4,9.585,15.9,mph,93.8
178,Dublin,48.40139,-103.50166,2110,2025-05-23,14.1,12.493,20.736,mph,122.4
178,Dublin,48.40139,-103.50166,2110,2025-05-24,15.8,13.068,26.083,mph,138.8
178,Dublin,48.40139,-103.50166,2110,2025-05-25,17.9,11.015,19.014,mph,157.5
178,Dublin,48.40139,-103.50166,2110,2025-05-26,18,14.665,23.108,mph,161.6
81,Dunn,47.34161,-102.63076,2214,2025-05-01,9,16.256,29.684,mph,323.6
81,Dunn,47.34161,-102.63076,2214,2025-05-02,18,4.413,11.055,mph,270.2
81,Dunn,47.34161,-102.63076,2214,2025-05-03,26.6,11.596,21.117,mph,155.5
81,Dunn,47.34161,-102.63076,2214,2025-05-04,26.6,22.548,38.52,mph,172.3
81,Dunn,47.34161,-102.63076,2214,2025-05-05,15.2,16.735,30.064,mph,358.8
81,Dunn,47.34161,-102.63076,2214,2025-05-06,16.9,10.323,17.889,mph,33.67
81,Dunn,47.34161,-102.63076,2214,2025-05-07,19.1,15.484,25.837,mph,156.3
81,Dunn,47.34161,-102.63076,2214,2025-05-08,26.6,9.646,24.964,mph,228.5
81,Dunn,47.34161,-102.63076,2214,2025-05-09,22.3,6.888,16.77,mph,70.05
81,Dunn,47.34161,-102.63076,2214,2025-05-10,34.3,14.569,25.725,mph,234.4
81,Dunn,47.34161,-102.63076,2214,2025-05-11,34.4,12.867,23.6,mph,218.5
81,Dunn,47.34161,-102.63076,2214,2025-05-12,33.2,9.456,20.378,mph,179.6
81,Dunn,47.34161,-102.63076,2214,2025-05-13,21.5,11.824,20.736,mph,8.91
81,Dunn,47.34161,-102.63076,2214,2025-05-14,4.4,5.069,11.554,mph,14.39
81,Dunn,47.34161,-102.63076,2214,2025-05-15,1.1,19.685,33.912,mph,315.8
81,Dunn,47.34161,-102.63076,2214,2025-05-16,3.4,13.766,20.49,mph,334
81,Dunn,47.34161,-102.63076,2214,2025-05-17,8.9,7.203,17.392,mph,50.17
81,Dunn,47.34161,-102.63076,2214,2025-05-18,2.5,18.678,25.971,mph,117.9
81,Dunn,47.34161,-102.63076,2214,2025-05-19,1.3,16.609,25.725,mph,52.04
81,Dunn,47.34161,-102.63076,2214,2025-05-20,1.4,9.919,15.032,mph,358.4
81,Dunn,47.34161,-102.63076,2214,2025-05-21,3.1,5.047,10.558,mph,332.8
81,Dunn,47.34161,-102.63076,2214,2025-05-22,9.6,5.789,14.037,mph,116
81,Dunn,47.34161,-102.63076,2214,2025-05-23,12.4,16.005,28.946,mph,133.1
81,Dunn,47.34161,-102.63076,2214,2025-05-24,11.8,11.171,20.625,mph,131.2
81,Dunn,47.34161,-102.63076,2214,2025-05-25,15.9,11.596,19.752,mph,153.7
81,Dunn,47.34161,-102.63076,2214,2025-05-26,16.8,16.99,28.7,mph,156
21,Edgeley,46.31913,-98.76608,1649,2025-05-01,15.6,15.706,30.691,mph,350.6
21,Edgeley,46.31913,-98.76608,1649,2025-05-02,12.1,8.23,14.907,mph,342.4
21,Edgeley,46.31913,-98.76608,1649,2025-05-03,20.3,6.628,13.169,mph,201
21,Edgeley,46.31913,-98.76608,1649,2025-05-04,23.8,21.117,29.93,mph,173.2
21,Edgeley,46.31913,-98.76608,1649,2025-05-05,26,18.813,26.329,mph,169.5
21,Edgeley,46.31913,-98.76608,1649,2025-05-06,17.8,18.768,26.083,mph,41.81
21,Edgeley,46.31913,-98.76608,1649,2025-05-07,18.5,6.581,15.529,mph,83.1
21,Edgeley,46.31913,-98.76608,1649,2025-05-08,20.6,13.355,25.837,mph,188.1
21,Edgeley,46.31913,-98.76608,1649,2025-05-09,24.8,14.243,22.369,mph,21.19
21,Edgeley,46.31913,-98.76608,1649,2025-05-10,26.2,17.873,29.438,mph,194.8
21,Edgeley,46.31913,-98.76608,1649,2025-05-11,29.5,25.68,39.639,mph,193.9
21,Edgeley,46.31913,-98.76608,1649,2025-05-12,27.7,19.886,29.93,mph,191.4
21,Edgeley,46.31913,-98.76608,1649,2025-05-13,27.8,22.75,35.03,mph,175
21,Edgeley,46.31913,-98.76608,1649,2025-05-14,24.1,18.701,29.192,mph,158.3
21,Edgeley,46.31913,-98.76608,1649,2025-05-15,4.7,12.583,21.989,mph,145.3
21,Edgeley,46.31913,-98.76608,1649,2025-05-16,2.1,25.389,35.276,mph,326.6
21,Edgeley,46.31913,-98.76608,1649,2025-05-17,3.5,11.762,20.49,mph,355.6
21,Edgeley,46.31913,-98.76608,1649,2025-05-18,6.3,17.542,25.837,mph,88.1
21,Edgeley,46.31913,-98.76608,1649,2025-05-19,2.8,17.748,27.447,mph,84
21,Edgeley,46.31913,-98.76608,1649,2025-05-20,1.1,12.876,19.998,mph,55.17
21,Edgeley,46.31913,-98.76608,1649,2025-05-21,2,5.704,9.192,mph,336.6
21,Edgeley,46.31913,-98.76608,1649,2025-05-22,11.5,5.662,12.67,mph,18.18
21,Edgeley,46.31913,-98.76608,1649,2025-05-23,12.3,8.29,26.329,mph,105.1
21,Edgeley,46.31913,-98.76608,1649,2025-05-24,13.7,4.677,9.317,mph,99.7
21,Edgeley,46.31913,-98.76608,1649,2025-05-25,19.1,4.243,10.31,mph,103.2
21,Edgeley,46.31913,-98.76608,1649,2025-05-26,19.7,11.59,20.625,mph,149.4
97,Edmore,48.42057,-98.51278,1520,2025-05-01,13.6,16.135,26.083,mph,358.5
97,Edmore,48.42057,-98.51278,1520,2025-05-02,13.8,6.489,18.388,mph,284.5
97,Edmore,48.42057,-98.51278,1520,2025-05-03,23.8,9.008,16.025,mph,251
97,Edmore,48.42057,-98.51278,1520,2025-05-04,23.9,20.11,30.176,mph,184.1
97,Edmore,48.42057,-98.51278,1520,2025-05-05,24.3,14.762,26.843,mph,196.9
97,Edmore,48.42057,-98.51278,1520,2025-05-06,15.2,18.231,28.946,mph,21.88
97,Edmore,48.42057,-98.51278,1520,2025-05-07,17.2,6.764,14.41,mph,141.3
97,Edmore,48.42057,-98.51278,1520,2025-05-08,20.6,17.383,26.843,mph,196.4
97,Edmore,48.42057,-98.51278,1520,2025-05-09,17.2,13.692,24.472,mph,25.82
97,Edmore,48.42057,-98.51278,1520,2025-05-10,22,21.81,33.174,mph,188.4
97,Edmore,48.42057,-98.51278,1520,2025-05-11,31.4,19.886,33.42,mph,194.3
97,Edmore,48.42057,-98.51278,1520,2025-05-12,26.6,13.39,25.098,mph,196.6
97,Edmore,48.42057,-98.51278,1520,2025-05-13,26.1,23.219,33.8,mph,208.5
97,Edmore,48.42057,-98.51278,1520,2025-05-14,17,17.408,24.338,mph,38.93
97,Edmore,48.42057,-98.51278,1520,2025-05-15,3.8,20.625,27.827,mph,36.6
97,Edmore,48.42057,-98.51278,1520,2025-05-16,0.8,28.409,39.639,mph,346.4
97,Edmore,48.42057,-98.51278,1520,2025-05-17,2.3,13.8,20.49,mph,6.705
97,Edmore,48.42057,-98.51278,1520,2025-05-18,3.7,12.012,20.244,mph,85.5
97,Edmore,48.42057,-98.51278,1520,2025-05-19,8.2,12.82,23.734,mph,97
97,Edmore,48.42057,-98.51278,1520,2025-05-20,1.7,11.943,17.144,mph,80.6
97,Edmore,48.42057,-98.51278,1520,2025-05-21,3.4,1.311,3.478,mph,231.2
97,Edmore,48.42057,-98.51278,1520,2025-05-22,16,5.706,12.422,mph,3.442
97,Edmore,48.42057,-98.51278,1520,2025-05-23,15.4,10.156,21.005,mph,92
97,Edmore,48.42057,-98.51278,1520,2025-05-24,18.6,5.134,12.422,mph,352.9
97,Edmore,48.42057,-98.51278,1520,2025-05-25,20.2,6.436,16.274,mph,277
97,Edmore,48.42057,-98.51278,1520,2025-05-26,20.5,6.534,15.529,mph,232.8
75,Ekre,46.54005,-97.14094,1053,2025-05-01,5,9.668,17.764,mph,4.256
75,Ekre,46.54005,-97.14094,1053,2025-05-02,9.4,5.047,14.285,mph,348.5
75,Ekre,46.54005,-97.14094,1053,2025-05-03,19.1,6.382,14.162,mph,212.3
75,Ekre,46.54005,-97.14094,1053,2025-05-04,23,10.639,20.378,mph,179.8
75,Ekre,46.54005,-97.14094,1053,2025-05-05,23.4,10.775,22.973,mph,170.6
75,Ekre,46.54005,-97.14094,1053,2025-05-06,16,10.684,21.855,mph,29.84
75,Ekre,46.54005,-97.14094,1053,2025-05-07,18.7,4.098,9.565,mph,57.63
75,Ekre,46.54005,-97.14094,1053,2025-05-08,19.9,7.062,13.665,mph,174
75,Ekre,46.54005,-97.14094,1053,2025-05-09,22.2,12.191,22.615,mph,2.084
75,Ekre,46.54005,-97.14094,1053,2025-05-10,24.7,13.12,26.083,mph,175.9
75,Ekre,46.54005,-97.14094,1053,2025-05-11,30.1,19.372,37.021,mph,209.7
75,Ekre,46.54005,-97.14094,1053,2025-05-12,28.6,16.598,29.438,mph,178
75,Ekre,46.54005,-97.14094,1053,2025-05-13,28.2,11.672,24.472,mph,185.7
75,Ekre,46.54005,-97.14094,1053,2025-05-14,24.3,8.702,21.989,mph,156.5
75,Ekre,46.54005,-97.14094,1053,2025-05-15,9,11.86,25.344,mph,117.7
75,Ekre,46.54005,-97.14094,1053,2025-05-16,2.2,9.1,20.244,mph,329.9
75,Ekre,46.54005,-97.14094,1053,2025-05-17,3.9,8.626,17.64,mph,340.5
75,Ekre,46.54005,-97.14094,1053,2025-05-18,7.7,6.237,13.665,mph,71.35
75,Ekre,46.54005,-97.14094,1053,2025-05-19,4.5,9.509,21.743,mph,71.58
75,Ekre,46.54005,-97.14094,1053,2025-05-20,1,7.451,19.372,mph,69.91
75,Ekre,46.54005,-97.14094,1053,2025-05-21,1.2,3.255,6.212,mph,327.1
75,Ekre,46.54005,-97.14094,1053,2025-05-22,14.9,6.389,13.044,mph,7.566
75,Ekre,46.54005,-97.14094,1053,2025-05-23,13.6,5.445,12.547,mph,93.1
75,Ekre,46.54005,-97.14094,1053,2025-05-24,16.1,3.132,8.695,mph,93.6
