forecast_type,forecast_effective,forecast_expires,location_id,location_tz,date,start_time,end_time,start_time_local,end_time_local,delta_t,wind_speed,wind_speed_unit,wind_direction
hourly,2025-10-01T08:40:55Z,2025-10-01T08:55:55Z,137,America/Chicago,2025-10-06,2025-10-06T14:00:00Z,2025-10-06T15:00:00Z,9 AM,10 AM,4,9,mph,SW
hourly,2025-10-01T08:40:55Z,2025-10-01T08:55:55Z,137,America/Chicago,2025-10-06,2025-10-06T15:00:00Z,2025-10-06T16:00:00Z,10 AM,11 AM,5.1,10,mph,SW
hourly,2025-10-01T08:40:55Z,2025-10-01T08:55:55Z,137,America/Chicago,2025-10-06,2025-10-06T16:00:00Z,2025-10-06T17:00:00Z,11 AM,12 PM,6.8,12,mph,SW
hourly,2025-10-01T08:40:55Z,2025-10-01T08:55:55Z,137,America/Chicago,2025-10-06,2025-10-06T17:00:00Z,2025-10-06T18:00:00Z,12 PM,1 PM,8.8,12,mph,W
hourly,2025-10-01T08:40:55Z,2025-10-01T08:55:55Z,137,America/Chicago,2025-10-06,2025-10-06T18:00:00Z,2025-10-06T19:00:00Z,1 PM,2 PM,10.7,13,mph,W
hourly,2025-10-01T08:40:55Z,2025-10-01T08:55:55Z,137,America/Chicago,2025-10-06,2025-10-06T19:00:00Z,2025-10-06T20:00:00Z,2 PM,3 PM,11.9,13,mph,W
hourly,2025-10-01T08:40:55Z,2025-10-01T08:55:55Z,137,America/Chicago,2025-10-06,2025-10-06T20:00:00Z,2025-10-06T21:00:00Z,3 PM,4 PM,13.1,13,mph,W
hourly,2025-10-01T08:40:55Z,2025-10-01T08:55:55Z,137,America/Chicago,2025-10-06,2025-10-06T21:00:00Z,2025-10-06T22:00:00Z,4 PM,5 PM,13.3,13,mph,W
hourly,2025-10-01T08:40:55Z,2025-10-01T08:55:55Z,137,America/Chicago,2025-10-06,2025-10-06T22:00:00Z,2025-10-06T23:00:00Z,5 PM,6 PM,13.1,12,mph,W
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-01,2025-10-01T11:00:00Z,2025-10-01T12:00:00Z,6 AM,7 AM,3.2,5,mph,SE
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-01,2025-10-01T12:00:00Z,2025-10-01T13:00:00Z,7 AM,8 AM,3.2,5,mph,SE
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-01,2025-10-01T13:00:00Z,2025-10-01T14:00:00Z,8 AM,9 AM,3.5,10,mph,SSE
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-01,2025-10-01T14:00:00Z,2025-10-01T15:00:00Z,9 AM,10 AM,4.9,10,mph,SSE
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-01,2025-10-01T15:00:00Z,2025-10-01T16:00:00Z,10 AM,11 AM,6.9,10,mph,S
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-01,2025-10-01T16:00:00Z,2025-10-01T17:00:00Z,11 AM,12 PM,9.3,15,mph,S
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-01,2025-10-01T17:00:00Z,2025-10-01T18:00:00Z,12 PM,1 PM,12.2,15,mph,S
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-01,2025-10-01T18:00:00Z,2025-10-01T19:00:00Z,1 PM,2 PM,14.1,15,mph,S
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-01,2025-10-01T19:00:00Z,2025-10-01T20:00:00Z,2 PM,3 PM,14.6,15,mph,S
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-01,2025-10-01T20:00:00Z,2025-10-01T21:00:00Z,3 PM,4 PM,15.8,15,mph,S
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-01,2025-10-01T21:00:00Z,2025-10-01T22:00:00Z,4 PM,5 PM,15.2,15,mph,S
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-01,2025-10-01T22:00:00Z,2025-10-01T23:00:00Z,5 PM,6 PM,15.2,15,mph,SSE
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-02,2025-10-02T11:00:00Z,2025-10-02T12:00:00Z,6 AM,7 AM,5.2,10,mph,S
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-02,2025-10-02T12:00:00Z,2025-10-02T13:00:00Z,7 AM,8 AM,4.5,10,mph,S
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-02,2025-10-02T13:00:00Z,2025-10-02T14:00:00Z,8 AM,9 AM,4.8,10,mph,S
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-02,2025-10-02T14:00:00Z,2025-10-02T15:00:00Z,9 AM,10 AM,6.1,10,mph,S
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-02,2025-10-02T15:00:00Z,2025-10-02T16:00:00Z,10 AM,11 AM,8.2,10,mph,S
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-02,2025-10-02T16:00:00Z,2025-10-02T17:00:00Z,11 AM,12 PM,9.6,10,mph,SSW
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-02,2025-10-02T17:00:00Z,2025-10-02T18:00:00Z,12 PM,1 PM,11.1,10,mph,SSW
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-02,2025-10-02T18:00:00Z,2025-10-02T19:00:00Z,1 PM,2 PM,13,10,mph,SSW
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-02,2025-10-02T19:00:00Z,2025-10-02T20:00:00Z,2 PM,3 PM,13.8,10,mph,SW
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-02,2025-10-02T20:00:00Z,2025-10-02T21:00:00Z,3 PM,4 PM,15,5,mph,WSW
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-02,2025-10-02T21:00:00Z,2025-10-02T22:00:00Z,4 PM,5 PM,16.2,5,mph,WSW
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-02,2025-10-02T22:00:00Z,2025-10-02T23:00:00Z,5 PM,6 PM,14.8,5,mph,WSW
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-03,2025-10-03T11:00:00Z,2025-10-03T12:00:00Z,6 AM,7 AM,2.7,0,mph,
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-03,2025-10-03T12:00:00Z,2025-10-03T13:00:00Z,7 AM,8 AM,1.6,0,mph,
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-03,2025-10-03T13:00:00Z,2025-10-03T14:00:00Z,8 AM,9 AM,3.6,5,mph,SSE
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-03,2025-10-03T14:00:00Z,2025-10-03T15:00:00Z,9 AM,10 AM,5.1,5,mph,SSE
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-03,2025-10-03T15:00:00Z,2025-10-03T16:00:00Z,10 AM,11 AM,7.3,5,mph,SSE
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-03,2025-10-03T16:00:00Z,2025-10-03T17:00:00Z,11 AM,12 PM,9.8,5,mph,SSE
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-03,2025-10-03T17:00:00Z,2025-10-03T18:00:00Z,12 PM,1 PM,12.4,10,mph,S
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-03,2025-10-03T18:00:00Z,2025-10-03T19:00:00Z,1 PM,2 PM,15.3,10,mph,S
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-03,2025-10-03T19:00:00Z,2025-10-03T20:00:00Z,2 PM,3 PM,15.8,10,mph,S
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-03,2025-10-03T20:00:00Z,2025-10-03T21:00:00Z,3 PM,4 PM,17,10,mph,S
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-03,2025-10-03T21:00:00Z,2025-10-03T22:00:00Z,4 PM,5 PM,17.5,10,mph,S
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-03,2025-10-03T22:00:00Z,2025-10-03T23:00:00Z,5 PM,6 PM,16.4,10,mph,S
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-04,2025-10-04T11:00:00Z,2025-10-04T12:00:00Z,6 AM,7 AM,7.8,15,mph,S
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-04,2025-10-04T12:00:00Z,2025-10-04T13:00:00Z,7 AM,8 AM,7.6,15,mph,S
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-04,2025-10-04T13:00:00Z,2025-10-04T14:00:00Z,8 AM,9 AM,8.8,15,mph,S
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-04,2025-10-04T14:00:00Z,2025-10-04T15:00:00Z,9 AM,10 AM,9.6,15,mph,S
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-04,2025-10-04T15:00:00Z,2025-10-04T16:00:00Z,10 AM,11 AM,10.9,15,mph,S
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-04,2025-10-04T16:00:00Z,2025-10-04T17:00:00Z,11 AM,12 PM,12.4,20,mph,S
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-04,2025-10-04T17:00:00Z,2025-10-04T18:00:00Z,12 PM,1 PM,14.6,20,mph,S
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-04,2025-10-04T18:00:00Z,2025-10-04T19:00:00Z,1 PM,2 PM,16.2,20,mph,S
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-04,2025-10-04T19:00:00Z,2025-10-04T20:00:00Z,2 PM,3 PM,16.7,20,mph,S
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-04,2025-10-04T20:00:00Z,2025-10-04T21:00:00Z,3 PM,4 PM,17.1,20,mph,S
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-04,2025-10-04T21:00:00Z,2025-10-04T22:00:00Z,4 PM,5 PM,17.7,20,mph,S
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-04,2025-10-04T22:00:00Z,2025-10-04T23:00:00Z,5 PM,6 PM,17.1,15,mph,S
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-05,2025-10-05T11:00:00Z,2025-10-05T12:00:00Z,6 AM,7 AM,6.1,10,mph,SSW
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-05,2025-10-05T12:00:00Z,2025-10-05T13:00:00Z,7 AM,8 AM,5.6,10,mph,SSW
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-05,2025-10-05T13:00:00Z,2025-10-05T14:00:00Z,8 AM,9 AM,6.1,15,mph,SSW
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-05,2025-10-05T14:00:00Z,2025-10-05T15:00:00Z,9 AM,10 AM,6.2,15,mph,SW
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-05,2025-10-05T15:00:00Z,2025-10-05T16:00:00Z,10 AM,11 AM,6.8,15,mph,SW
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-05,2025-10-05T16:00:00Z,2025-10-05T17:00:00Z,11 AM,12 PM,7.4,15,mph,SW
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-05,2025-10-05T17:00:00Z,2025-10-05T18:00:00Z,12 PM,1 PM,8.7,15,mph,WSW
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-05,2025-10-05T18:00:00Z,2025-10-05T19:00:00Z,1 PM,2 PM,9.8,15,mph,WSW
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-05,2025-10-05T19:00:00Z,2025-10-05T20:00:00Z,2 PM,3 PM,9.6,15,mph,WSW
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-05,2025-10-05T20:00:00Z,2025-10-05T21:00:00Z,3 PM,4 PM,9.7,15,mph,W
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-05,2025-10-05T21:00:00Z,2025-10-05T22:00:00Z,4 PM,5 PM,9.6,15,mph,W
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-05,2025-10-05T22:00:00Z,2025-10-05T23:00:00Z,5 PM,6 PM,8.6,15,mph,WNW
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-06,2025-10-06T11:00:00Z,2025-10-06T12:00:00Z,6 AM,7 AM,2.1,5,mph,WNW
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-06,2025-10-06T12:00:00Z,2025-10-06T13:00:00Z,7 AM,8 AM,2.2,5,mph,WNW
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-06,2025-10-06T13:00:00Z,2025-10-06T14:00:00Z,8 AM,9 AM,3.2,5,mph,NW
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-06,2025-10-06T14:00:00Z,2025-10-06T15:00:00Z,9 AM,10 AM,4.5,5,mph,NW
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-06,2025-10-06T15:00:00Z,2025-10-06T16:00:00Z,10 AM,11 AM,5.5,5,mph,NW
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-06,2025-10-06T16:00:00Z,2025-10-06T17:00:00Z,11 AM,12 PM,7.1,10,mph,NW
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-06,2025-10-06T17:00:00Z,2025-10-06T18:00:00Z,12 PM,1 PM,8.6,10,mph,NW
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-06,2025-10-06T18:00:00Z,2025-10-06T19:00:00Z,1 PM,2 PM,10.3,10,mph,NW
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-06,2025-10-06T19:00:00Z,2025-10-06T20:00:00Z,2 PM,3 PM,10.5,10,mph,NW
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-06,2025-10-06T20:00:00Z,2025-10-06T21:00:00Z,3 PM,4 PM,10.9,10,mph,NW
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-06,2025-10-06T21:00:00Z,2025-10-06T22:00:00Z,4 PM,5 PM,11.6,10,mph,NW
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,124,America/Chicago,2025-10-06,2025-10-06T22:00:00Z,2025-10-06T23:00:00Z,5 PM,6 PM,10.1,10,mph,NW
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,143,America/Chicago,2025-10-01,2025-10-01T11:00:00Z,2025-10-01T12:00:00Z,6 AM,7 AM,4.6,18,mph,SSE
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,143,America/Chicago,2025-10-01,2025-10-01T12:00:00Z,2025-10-01T13:00:00Z,7 AM,8 AM,3.6,20,mph,SSE
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,143,America/Chicago,2025-10-01,2025-10-01T13:00:00Z,2025-10-01T14:00:00Z,8 AM,9 AM,2.4,21,mph,SSE
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,143,America/Chicago,2025-10-01,2025-10-01T14:00:00Z,2025-10-01T15:00:00Z,9 AM,10 AM,3.1,21,mph,SSE
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,143,America/Chicago,2025-10-01,2025-10-01T15:00:00Z,2025-10-01T16:00:00Z,10 AM,11 AM,5.2,21,mph,S
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,143,America/Chicago,2025-10-01,2025-10-01T16:00:00Z,2025-10-01T17:00:00Z,11 AM,12 PM,7.1,22,mph,S
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,143,America/Chicago,2025-10-01,2025-10-01T17:00:00Z,2025-10-01T18:00:00Z,12 PM,1 PM,8.9,22,mph,S
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,143,America/Chicago,2025-10-01,2025-10-01T18:00:00Z,2025-10-01T19:00:00Z,1 PM,2 PM,10.4,21,mph,S
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,143,America/Chicago,2025-10-01,2025-10-01T19:00:00Z,2025-10-01T20:00:00Z,2 PM,3 PM,11.8,20,mph,S
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,143,America/Chicago,2025-10-01,2025-10-01T20:00:00Z,2025-10-01T21:00:00Z,3 PM,4 PM,13.1,20,mph,SSW
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,143,America/Chicago,2025-10-01,2025-10-01T21:00:00Z,2025-10-01T22:00:00Z,4 PM,5 PM,13.1,17,mph,SSW
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,143,America/Chicago,2025-10-01,2025-10-01T22:00:00Z,2025-10-01T23:00:00Z,5 PM,6 PM,13.1,15,mph,SW
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,143,America/Chicago,2025-10-02,2025-10-02T11:00:00Z,2025-10-02T12:00:00Z,6 AM,7 AM,4,6,mph,WSW
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,143,America/Chicago,2025-10-02,2025-10-02T12:00:00Z,2025-10-02T13:00:00Z,7 AM,8 AM,3.5,6,mph,WSW
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,143,America/Chicago,2025-10-02,2025-10-02T13:00:00Z,2025-10-02T14:00:00Z,8 AM,9 AM,3.5,6,mph,SW
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,143,America/Chicago,2025-10-02,2025-10-02T14:00:00Z,2025-10-02T15:00:00Z,9 AM,10 AM,4.8,6,mph,SW
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,143,America/Chicago,2025-10-02,2025-10-02T15:00:00Z,2025-10-02T16:00:00Z,10 AM,11 AM,7.7,7,mph,WSW
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,143,America/Chicago,2025-10-02,2025-10-02T16:00:00Z,2025-10-02T17:00:00Z,11 AM,12 PM,10.9,8,mph,WSW
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,143,America/Chicago,2025-10-02,2025-10-02T17:00:00Z,2025-10-02T18:00:00Z,12 PM,1 PM,14.1,9,mph,W
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,143,America/Chicago,2025-10-02,2025-10-02T18:00:00Z,2025-10-02T19:00:00Z,1 PM,2 PM,16.9,10,mph,W
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,143,America/Chicago,2025-10-02,2025-10-02T19:00:00Z,2025-10-02T20:00:00Z,2 PM,3 PM,18.4,10,mph,W
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,143,America/Chicago,2025-10-02,2025-10-02T20:00:00Z,2025-10-02T21:00:00Z,3 PM,4 PM,19,10,mph,W
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,143,America/Chicago,2025-10-02,2025-10-02T21:00:00Z,2025-10-02T22:00:00Z,4 PM,5 PM,19,9,mph,W
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,143,America/Chicago,2025-10-02,2025-10-02T22:00:00Z,2025-10-02T23:00:00Z,5 PM,6 PM,18.7,8,mph,W
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,143,America/Chicago,2025-10-03,2025-10-03T11:00:00Z,2025-10-03T12:00:00Z,6 AM,7 AM,4,7,mph,E
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,143,America/Chicago,2025-10-03,2025-10-03T12:00:00Z,2025-10-03T13:00:00Z,7 AM,8 AM,4,7,mph,E
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,143,America/Chicago,2025-10-03,2025-10-03T13:00:00Z,2025-10-03T14:00:00Z,8 AM,9 AM,4.4,8,mph,E
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,143,America/Chicago,2025-10-03,2025-10-03T14:00:00Z,2025-10-03T15:00:00Z,9 AM,10 AM,5,8,mph,E
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,143,America/Chicago,2025-10-03,2025-10-03T15:00:00Z,2025-10-03T16:00:00Z,10 AM,11 AM,6.2,9,mph,E
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,143,America/Chicago,2025-10-03,2025-10-03T16:00:00Z,2025-10-03T17:00:00Z,11 AM,12 PM,8.1,10,mph,E
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,143,America/Chicago,2025-10-03,2025-10-03T17:00:00Z,2025-10-03T18:00:00Z,12 PM,1 PM,10.2,10,mph,E
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,143,America/Chicago,2025-10-03,2025-10-03T18:00:00Z,2025-10-03T19:00:00Z,1 PM,2 PM,12.1,12,mph,E
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,143,America/Chicago,2025-10-03,2025-10-03T19:00:00Z,2025-10-03T20:00:00Z,2 PM,3 PM,12.8,12,mph,E
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,143,America/Chicago,2025-10-03,2025-10-03T20:00:00Z,2025-10-03T21:00:00Z,3 PM,4 PM,13,12,mph,E
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,143,America/Chicago,2025-10-03,2025-10-03T21:00:00Z,2025-10-03T22:00:00Z,4 PM,5 PM,12.7,12,mph,E
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,143,America/Chicago,2025-10-03,2025-10-03T22:00:00Z,2025-10-03T23:00:00Z,5 PM,6 PM,12,12,mph,E
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,143,America/Chicago,2025-10-04,2025-10-04T11:00:00Z,2025-10-04T12:00:00Z,6 AM,7 AM,0,8,mph,NNE
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,143,America/Chicago,2025-10-04,2025-10-04T12:00:00Z,2025-10-04T13:00:00Z,7 AM,8 AM,0,8,mph,NNE
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,143,America/Chicago,2025-10-04,2025-10-04T13:00:00Z,2025-10-04T14:00:00Z,8 AM,9 AM,0.3,8,mph,NNE
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,143,America/Chicago,2025-10-04,2025-10-04T14:00:00Z,2025-10-04T15:00:00Z,9 AM,10 AM,0.9,8,mph,NNE
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,143,America/Chicago,2025-10-04,2025-10-04T15:00:00Z,2025-10-04T16:00:00Z,10 AM,11 AM,1.8,8,mph,NNE
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,143,America/Chicago,2025-10-04,2025-10-04T16:00:00Z,2025-10-04T17:00:00Z,11 AM,12 PM,3.5,9,mph,NNE
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,143,America/Chicago,2025-10-04,2025-10-04T17:00:00Z,2025-10-04T18:00:00Z,12 PM,1 PM,5.2,9,mph,NNE
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,143,America/Chicago,2025-10-04,2025-10-04T18:00:00Z,2025-10-04T19:00:00Z,1 PM,2 PM,6.7,10,mph,NNE
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,143,America/Chicago,2025-10-04,2025-10-04T19:00:00Z,2025-10-04T20:00:00Z,2 PM,3 PM,7.5,10,mph,N
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,143,America/Chicago,2025-10-04,2025-10-04T20:00:00Z,2025-10-04T21:00:00Z,3 PM,4 PM,7.9,10,mph,NNW
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,143,America/Chicago,2025-10-04,2025-10-04T21:00:00Z,2025-10-04T22:00:00Z,4 PM,5 PM,7.6,10,mph,NW
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,143,America/Chicago,2025-10-04,2025-10-04T22:00:00Z,2025-10-04T23:00:00Z,5 PM,6 PM,7,10,mph,NNW
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,143,America/Chicago,2025-10-05,2025-10-05T11:00:00Z,2025-10-05T12:00:00Z,6 AM,7 AM,1.5,14,mph,NW
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,143,America/Chicago,2025-10-05,2025-10-05T12:00:00Z,2025-10-05T13:00:00Z,7 AM,8 AM,1.7,15,mph,NW
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,143,America/Chicago,2025-10-05,2025-10-05T13:00:00Z,2025-10-05T14:00:00Z,8 AM,9 AM,1.7,16,mph,NW
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,143,America/Chicago,2025-10-05,2025-10-05T14:00:00Z,2025-10-05T15:00:00Z,9 AM,10 AM,1.8,16,mph,NW
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,143,America/Chicago,2025-10-05,2025-10-05T15:00:00Z,2025-10-05T16:00:00Z,10 AM,11 AM,2.2,17,mph,NW
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,143,America/Chicago,2025-10-05,2025-10-05T16:00:00Z,2025-10-05T17:00:00Z,11 AM,12 PM,3,18,mph,NW
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,143,America/Chicago,2025-10-05,2025-10-05T17:00:00Z,2025-10-05T18:00:00Z,12 PM,1 PM,4.2,18,mph,NW
hourly,2025-10-01T08:40:56Z,2025-10-01T08:55:56Z,143,America/Chicago,2025-10-05,2025-10-05T18:00:00Z,2025-10-05T19:00:00Z,1 PM,2 PM,5.2,18,mph,NW
