forecast_type,forecast_effective,forecast_expires,location_id,location_tz,date,start_time,end_time,start_time_local,end_time_local,delta_t,wind_speed,wind_speed_unit,wind_direction
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,130,America/Chicago,2025-10-05,2025-10-05T16:00:00Z,2025-10-05T17:00:00Z,11 AM,12 PM,5.4,17,mph,NW
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,130,America/Chicago,2025-10-05,2025-10-05T17:00:00Z,2025-10-05T18:00:00Z,12 PM,1 PM,6.1,17,mph,NW
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,130,America/Chicago,2025-10-05,2025-10-05T18:00:00Z,2025-10-05T19:00:00Z,1 PM,2 PM,6.9,17,mph,NW
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,130,America/Chicago,2025-10-05,2025-10-05T19:00:00Z,2025-10-05T20:00:00Z,2 PM,3 PM,7.7,17,mph,NW
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,130,America/Chicago,2025-10-05,2025-10-05T20:00:00Z,2025-10-05T21:00:00Z,3 PM,4 PM,8.4,17,mph,NW
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,130,America/Chicago,2025-10-05,2025-10-05T21:00:00Z,2025-10-05T22:00:00Z,4 PM,5 PM,9,16,mph,NW
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,130,America/Chicago,2025-10-05,2025-10-05T22:00:00Z,2025-10-05T23:00:00Z,5 PM,6 PM,9.2,15,mph,NW
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,130,America/Chicago,2025-10-06,2025-10-06T11:00:00Z,2025-10-06T12:00:00Z,6 AM,7 AM,4.4,8,mph,W
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,130,America/Chicago,2025-10-06,2025-10-06T12:00:00Z,2025-10-06T13:00:00Z,7 AM,8 AM,4.4,8,mph,W
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,130,America/Chicago,2025-10-06,2025-10-06T13:00:00Z,2025-10-06T14:00:00Z,8 AM,9 AM,4.5,9,mph,W
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,130,America/Chicago,2025-10-06,2025-10-06T14:00:00Z,2025-10-06T15:00:00Z,9 AM,10 AM,5.1,9,mph,W
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,130,America/Chicago,2025-10-06,2025-10-06T15:00:00Z,2025-10-06T16:00:00Z,10 AM,11 AM,5.6,10,mph,W
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,130,America/Chicago,2025-10-06,2025-10-06T16:00:00Z,2025-10-06T17:00:00Z,11 AM,12 PM,6.7,12,mph,W
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,130,America/Chicago,2025-10-06,2025-10-06T17:00:00Z,2025-10-06T18:00:00Z,12 PM,1 PM,7.8,12,mph,W
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,130,America/Chicago,2025-10-06,2025-10-06T18:00:00Z,2025-10-06T19:00:00Z,1 PM,2 PM,8.8,13,mph,W
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,130,America/Chicago,2025-10-06,2025-10-06T19:00:00Z,2025-10-06T20:00:00Z,2 PM,3 PM,10.1,13,mph,W
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,130,America/Chicago,2025-10-06,2025-10-06T20:00:00Z,2025-10-06T21:00:00Z,3 PM,4 PM,10.9,13,mph,W
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,130,America/Chicago,2025-10-06,2025-10-06T21:00:00Z,2025-10-06T22:00:00Z,4 PM,5 PM,11.5,13,mph,W
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,130,America/Chicago,2025-10-06,2025-10-06T22:00:00Z,2025-10-06T23:00:00Z,5 PM,6 PM,11.4,12,mph,W
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-01,2025-10-01T11:00:00Z,2025-10-01T12:00:00Z,6 AM,7 AM,4.8,18,mph,SSE
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-01,2025-10-01T12:00:00Z,2025-10-01T13:00:00Z,7 AM,8 AM,4.9,22,mph,SSE
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-01,2025-10-01T13:00:00Z,2025-10-01T14:00:00Z,8 AM,9 AM,4.2,23,mph,SSE
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-01,2025-10-01T14:00:00Z,2025-10-01T15:00:00Z,9 AM,10 AM,3.7,23,mph,SSE
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-01,2025-10-01T15:00:00Z,2025-10-01T16:00:00Z,10 AM,11 AM,5.7,24,mph,S
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-01,2025-10-01T16:00:00Z,2025-10-01T17:00:00Z,11 AM,12 PM,7,24,mph,S
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-01,2025-10-01T17:00:00Z,2025-10-01T18:00:00Z,12 PM,1 PM,8.2,24,mph,S
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-01,2025-10-01T18:00:00Z,2025-10-01T19:00:00Z,1 PM,2 PM,9.8,23,mph,S
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-01,2025-10-01T19:00:00Z,2025-10-01T20:00:00Z,2 PM,3 PM,11.7,24,mph,S
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-01,2025-10-01T20:00:00Z,2025-10-01T21:00:00Z,3 PM,4 PM,12.3,23,mph,S
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-01,2025-10-01T21:00:00Z,2025-10-01T22:00:00Z,4 PM,5 PM,12.6,23,mph,S
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-01,2025-10-01T22:00:00Z,2025-10-01T23:00:00Z,5 PM,6 PM,12.6,21,mph,S
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-02,2025-10-02T11:00:00Z,2025-10-02T12:00:00Z,6 AM,7 AM,3.7,6,mph,W
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-02,2025-10-02T12:00:00Z,2025-10-02T13:00:00Z,7 AM,8 AM,3.7,6,mph,WSW
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-02,2025-10-02T13:00:00Z,2025-10-02T14:00:00Z,8 AM,9 AM,3.9,6,mph,WSW
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-02,2025-10-02T14:00:00Z,2025-10-02T15:00:00Z,9 AM,10 AM,5.7,7,mph,WSW
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-02,2025-10-02T15:00:00Z,2025-10-02T16:00:00Z,10 AM,11 AM,8.2,8,mph,W
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-02,2025-10-02T16:00:00Z,2025-10-02T17:00:00Z,11 AM,12 PM,11.5,9,mph,W
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-02,2025-10-02T17:00:00Z,2025-10-02T18:00:00Z,12 PM,1 PM,14,10,mph,W
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-02,2025-10-02T18:00:00Z,2025-10-02T19:00:00Z,1 PM,2 PM,15.9,10,mph,W
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-02,2025-10-02T19:00:00Z,2025-10-02T20:00:00Z,2 PM,3 PM,17.7,10,mph,W
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-02,2025-10-02T20:00:00Z,2025-10-02T21:00:00Z,3 PM,4 PM,19,10,mph,W
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-02,2025-10-02T21:00:00Z,2025-10-02T22:00:00Z,4 PM,5 PM,19.2,9,mph,W
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-02,2025-10-02T22:00:00Z,2025-10-02T23:00:00Z,5 PM,6 PM,18,8,mph,WSW
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-03,2025-10-03T11:00:00Z,2025-10-03T12:00:00Z,6 AM,7 AM,5.7,8,mph,SE
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-03,2025-10-03T12:00:00Z,2025-10-03T13:00:00Z,7 AM,8 AM,5.7,8,mph,ESE
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-03,2025-10-03T13:00:00Z,2025-10-03T14:00:00Z,8 AM,9 AM,6.2,9,mph,ESE
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-03,2025-10-03T14:00:00Z,2025-10-03T15:00:00Z,9 AM,10 AM,6.9,9,mph,ESE
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-03,2025-10-03T15:00:00Z,2025-10-03T16:00:00Z,10 AM,11 AM,8,10,mph,ESE
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-03,2025-10-03T16:00:00Z,2025-10-03T17:00:00Z,11 AM,12 PM,9.3,12,mph,ESE
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-03,2025-10-03T17:00:00Z,2025-10-03T18:00:00Z,12 PM,1 PM,10.8,12,mph,SE
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-03,2025-10-03T18:00:00Z,2025-10-03T19:00:00Z,1 PM,2 PM,12.1,13,mph,SE
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-03,2025-10-03T19:00:00Z,2025-10-03T20:00:00Z,2 PM,3 PM,13.6,14,mph,SE
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-03,2025-10-03T20:00:00Z,2025-10-03T21:00:00Z,3 PM,4 PM,14.6,14,mph,SSE
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-03,2025-10-03T21:00:00Z,2025-10-03T22:00:00Z,4 PM,5 PM,15,14,mph,SSE
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-03,2025-10-03T22:00:00Z,2025-10-03T23:00:00Z,5 PM,6 PM,14.1,13,mph,SE
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-04,2025-10-04T11:00:00Z,2025-10-04T12:00:00Z,6 AM,7 AM,1.8,10,mph,NE
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-04,2025-10-04T12:00:00Z,2025-10-04T13:00:00Z,7 AM,8 AM,1.8,10,mph,NE
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-04,2025-10-04T13:00:00Z,2025-10-04T14:00:00Z,8 AM,9 AM,2.3,10,mph,ENE
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-04,2025-10-04T14:00:00Z,2025-10-04T15:00:00Z,9 AM,10 AM,3.2,10,mph,ENE
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-04,2025-10-04T15:00:00Z,2025-10-04T16:00:00Z,10 AM,11 AM,4.4,10,mph,E
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-04,2025-10-04T16:00:00Z,2025-10-04T17:00:00Z,11 AM,12 PM,5.6,12,mph,E
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-04,2025-10-04T17:00:00Z,2025-10-04T18:00:00Z,12 PM,1 PM,6.9,12,mph,E
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-04,2025-10-04T18:00:00Z,2025-10-04T19:00:00Z,1 PM,2 PM,8.3,13,mph,E
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-04,2025-10-04T19:00:00Z,2025-10-04T20:00:00Z,2 PM,3 PM,9.2,13,mph,SE
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-04,2025-10-04T20:00:00Z,2025-10-04T21:00:00Z,3 PM,4 PM,10.1,13,mph,SW
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-04,2025-10-04T21:00:00Z,2025-10-04T22:00:00Z,4 PM,5 PM,10.1,13,mph,W
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-04,2025-10-04T22:00:00Z,2025-10-04T23:00:00Z,5 PM,6 PM,9.2,12,mph,WNW
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-05,2025-10-05T11:00:00Z,2025-10-05T12:00:00Z,6 AM,7 AM,1.4,15,mph,NW
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-05,2025-10-05T12:00:00Z,2025-10-05T13:00:00Z,7 AM,8 AM,1.8,16,mph,NW
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-05,2025-10-05T13:00:00Z,2025-10-05T14:00:00Z,8 AM,9 AM,1.8,17,mph,NW
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-05,2025-10-05T14:00:00Z,2025-10-05T15:00:00Z,9 AM,10 AM,2,17,mph,NW
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-05,2025-10-05T15:00:00Z,2025-10-05T16:00:00Z,10 AM,11 AM,2.3,18,mph,NW
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-05,2025-10-05T16:00:00Z,2025-10-05T17:00:00Z,11 AM,12 PM,2.8,18,mph,NW
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-05,2025-10-05T17:00:00Z,2025-10-05T18:00:00Z,12 PM,1 PM,3.5,20,mph,NW
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-05,2025-10-05T18:00:00Z,2025-10-05T19:00:00Z,1 PM,2 PM,4.4,20,mph,NW
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-05,2025-10-05T19:00:00Z,2025-10-05T20:00:00Z,2 PM,3 PM,5.2,20,mph,NW
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-05,2025-10-05T20:00:00Z,2025-10-05T21:00:00Z,3 PM,4 PM,6,20,mph,NW
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-05,2025-10-05T21:00:00Z,2025-10-05T22:00:00Z,4 PM,5 PM,6.3,20,mph,NW
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-05,2025-10-05T22:00:00Z,2025-10-05T23:00:00Z,5 PM,6 PM,6.2,18,mph,NW
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-06,2025-10-06T11:00:00Z,2025-10-06T12:00:00Z,6 AM,7 AM,2.5,10,mph,W
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-06,2025-10-06T12:00:00Z,2025-10-06T13:00:00Z,7 AM,8 AM,2.6,10,mph,W
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-06,2025-10-06T13:00:00Z,2025-10-06T14:00:00Z,8 AM,9 AM,3.2,12,mph,W
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-06,2025-10-06T14:00:00Z,2025-10-06T15:00:00Z,9 AM,10 AM,3.8,13,mph,W
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-06,2025-10-06T15:00:00Z,2025-10-06T16:00:00Z,10 AM,11 AM,4.7,14,mph,W
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-06,2025-10-06T16:00:00Z,2025-10-06T17:00:00Z,11 AM,12 PM,5.8,15,mph,W
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-06,2025-10-06T17:00:00Z,2025-10-06T18:00:00Z,12 PM,1 PM,7.1,16,mph,W
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-06,2025-10-06T18:00:00Z,2025-10-06T19:00:00Z,1 PM,2 PM,8,16,mph,W
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-06,2025-10-06T19:00:00Z,2025-10-06T20:00:00Z,2 PM,3 PM,8.7,16,mph,W
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-06,2025-10-06T20:00:00Z,2025-10-06T21:00:00Z,3 PM,4 PM,9.2,16,mph,W
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-06,2025-10-06T21:00:00Z,2025-10-06T22:00:00Z,4 PM,5 PM,9.4,15,mph,W
hourly,2025-10-01T08:42:13Z,2025-10-01T08:57:13Z,73,America/Chicago,2025-10-06,2025-10-06T22:00:00Z,2025-10-06T23:00:00Z,5 PM,6 PM,8.8,14,mph,W
hourly,2025-10-01T08:42:14Z,2025-10-01T08:57:14Z,188,America/Chicago,2025-10-01,2025-10-01T11:00:00Z,2025-10-01T12:00:00Z,6 AM,7 AM,5.5,15,mph,SSE
hourly,2025-10-01T08:42:14Z,2025-10-01T08:57:14Z,188,America/Chicago,2025-10-01,2025-10-01T12:00:00Z,2025-10-01T13:00:00Z,7 AM,8 AM,5.4,18,mph,SSE
hourly,2025-10-01T08:42:14Z,2025-10-01T08:57:14Z,188,America/Chicago,2025-10-01,2025-10-01T13:00:00Z,2025-10-01T14:00:00Z,8 AM,9 AM,5.4,20,mph,SSE
hourly,2025-10-01T08:42:14Z,2025-10-01T08:57:14Z,188,America/Chicago,2025-10-01,2025-10-01T14:00:00Z,2025-10-01T15:00:00Z,9 AM,10 AM,5.1,22,mph,SSE
hourly,2025-10-01T08:42:14Z,2025-10-01T08:57:14Z,188,America/Chicago,2025-10-01,2025-10-01T15:00:00Z,2025-10-01T16:00:00Z,10 AM,11 AM,7.7,22,mph,S
hourly,2025-10-01T08:42:14Z,2025-10-01T08:57:14Z,188,America/Chicago,2025-10-01,2025-10-01T16:00:00Z,2025-10-01T17:00:00Z,11 AM,12 PM,9.8,23,mph,S
hourly,2025-10-01T08:42:14Z,2025-10-01T08:57:14Z,188,America/Chicago,2025-10-01,2025-10-01T17:00:00Z,2025-10-01T18:00:00Z,12 PM,1 PM,11,22,mph,S
hourly,2025-10-01T08:42:14Z,2025-10-01T08:57:14Z,188,America/Chicago,2025-10-01,2025-10-01T18:00:00Z,2025-10-01T19:00:00Z,1 PM,2 PM,13,22,mph,S
hourly,2025-10-01T08:42:14Z,2025-10-01T08:57:14Z,188,America/Chicago,2025-10-01,2025-10-01T19:00:00Z,2025-10-01T20:00:00Z,2 PM,3 PM,14.6,22,mph,S
hourly,2025-10-01T08:42:14Z,2025-10-01T08:57:14Z,188,America/Chicago,2025-10-01,2025-10-01T20:00:00Z,2025-10-01T21:00:00Z,3 PM,4 PM,14.8,23,mph,S
hourly,2025-10-01T08:42:14Z,2025-10-01T08:57:14Z,188,America/Chicago,2025-10-01,2025-10-01T21:00:00Z,2025-10-01T22:00:00Z,4 PM,5 PM,15.1,22,mph,S
hourly,2025-10-01T08:42:14Z,2025-10-01T08:57:14Z,188,America/Chicago,2025-10-01,2025-10-01T22:00:00Z,2025-10-01T23:00:00Z,5 PM,6 PM,15.8,21,mph,S
hourly,2025-10-01T08:42:14Z,2025-10-01T08:57:14Z,188,America/Chicago,2025-10-02,2025-10-02T11:00:00Z,2025-10-02T12:00:00Z,6 AM,7 AM,2.6,7,mph,WSW
hourly,2025-10-01T08:42:14Z,2025-10-01T08:57:14Z,188,America/Chicago,2025-10-02,2025-10-02T12:00:00Z,2025-10-02T13:00:00Z,7 AM,8 AM,2.8,6,mph,WSW
hourly,2025-10-01T08:42:14Z,2025-10-01T08:57:14Z,188,America/Chicago,2025-10-02,2025-10-02T13:00:00Z,2025-10-02T14:00:00Z,8 AM,9 AM,2.9,6,mph,WSW
hourly,2025-10-01T08:42:14Z,2025-10-01T08:57:14Z,188,America/Chicago,2025-10-02,2025-10-02T14:00:00Z,2025-10-02T15:00:00Z,9 AM,10 AM,4.6,6,mph,W
hourly,2025-10-01T08:42:14Z,2025-10-01T08:57:14Z,188,America/Chicago,2025-10-02,2025-10-02T15:00:00Z,2025-10-02T16:00:00Z,10 AM,11 AM,8,6,mph,W
hourly,2025-10-01T08:42:14Z,2025-10-01T08:57:14Z,188,America/Chicago,2025-10-02,2025-10-02T16:00:00Z,2025-10-02T17:00:00Z,11 AM,12 PM,10.6,6,mph,W
hourly,2025-10-01T08:42:14Z,2025-10-01T08:57:14Z,188,America/Chicago,2025-10-02,2025-10-02T17:00:00Z,2025-10-02T18:00:00Z,12 PM,1 PM,12.8,6,mph,WNW
hourly,2025-10-01T08:42:14Z,2025-10-01T08:57:14Z,188,America/Chicago,2025-10-02,2025-10-02T18:00:00Z,2025-10-02T19:00:00Z,1 PM,2 PM,15.2,6,mph,WNW
hourly,2025-10-01T08:42:14Z,2025-10-01T08:57:14Z,188,America/Chicago,2025-10-02,2025-10-02T19:00:00Z,2025-10-02T20:00:00Z,2 PM,3 PM,16.9,6,mph,WNW
hourly,2025-10-01T08:42:14Z,2025-10-01T08:57:14Z,188,America/Chicago,2025-10-02,2025-10-02T20:00:00Z,2025-10-02T21:00:00Z,3 PM,4 PM,18.2,6,mph,WNW
hourly,2025-10-01T08:42:14Z,2025-10-01T08:57:14Z,188,America/Chicago,2025-10-02,2025-10-02T21:00:00Z,2025-10-02T22:00:00Z,4 PM,5 PM,18.6,6,mph,WNW
hourly,2025-10-01T08:42:14Z,2025-10-01T08:57:14Z,188,America/Chicago,2025-10-02,2025-10-02T22:00:00Z,2025-10-02T23:00:00Z,5 PM,6 PM,18,6,mph,WSW
hourly,2025-10-01T08:42:14Z,2025-10-01T08:57:14Z,188,America/Chicago,2025-10-03,2025-10-03T11:00:00Z,2025-10-03T12:00:00Z,6 AM,7 AM,4.7,8,mph,SSE
hourly,2025-10-01T08:42:14Z,2025-10-01T08:57:14Z,188,America/Chicago,2025-10-03,2025-10-03T12:00:00Z,2025-10-03T13:00:00Z,7 AM,8 AM,4.8,8,mph,SSE
hourly,2025-10-01T08:42:14Z,2025-10-01T08:57:14Z,188,America/Chicago,2025-10-03,2025-10-03T13:00:00Z,2025-10-03T14:00:00Z,8 AM,9 AM,5.5,9,mph,SSE
hourly,2025-10-01T08:42:14Z,2025-10-01T08:57:14Z,188,America/Chicago,2025-10-03,2025-10-03T14:00:00Z,2025-10-03T15:00:00Z,9 AM,10 AM,6.7,9,mph,SSE
hourly,2025-10-01T08:42:14Z,2025-10-01T08:57:14Z,188,America/Chicago,2025-10-03,2025-10-03T15:00:00Z,2025-10-03T16:00:00Z,10 AM,11 AM,8.4,10,mph,SSE
hourly,2025-10-01T08:42:14Z,2025-10-01T08:57:14Z,188,America/Chicago,2025-10-03,2025-10-03T16:00:00Z,2025-10-03T17:00:00Z,11 AM,12 PM,10.8,12,mph,S
hourly,2025-10-01T08:42:14Z,2025-10-01T08:57:14Z,188,America/Chicago,2025-10-03,2025-10-03T17:00:00Z,2025-10-03T18:00:00Z,12 PM,1 PM,13.5,13,mph,S
hourly,2025-10-01T08:42:14Z,2025-10-01T08:57:14Z,188,America/Chicago,2025-10-03,2025-10-03T18:00:00Z,2025-10-03T19:00:00Z,1 PM,2 PM,16.2,14,mph,S
hourly,2025-10-01T08:42:14Z,2025-10-01T08:57:14Z,188,America/Chicago,2025-10-03,2025-10-03T19:00:00Z,2025-10-03T20:00:00Z,2 PM,3 PM,18.3,15,mph,S
hourly,2025-10-01T08:42:14Z,2025-10-01T08:57:14Z,188,America/Chicago,2025-10-03,2025-10-03T20:00:00Z,2025-10-03T21:00:00Z,3 PM,4 PM,19.7,16,mph,S
hourly,2025-10-01T08:42:14Z,2025-10-01T08:57:14Z,188,America/Chicago,2025-10-03,2025-10-03T21:00:00Z,2025-10-03T22:00:00Z,4 PM,5 PM,20.1,17,mph,S
hourly,2025-10-01T08:42:14Z,2025-10-01T08:57:14Z,188,America/Chicago,2025-10-03,2025-10-03T22:00:00Z,2025-10-03T23:00:00Z,5 PM,6 PM,19,16,mph,S
hourly,2025-10-01T08:42:14Z,2025-10-01T08:57:14Z,188,America/Chicago,2025-10-04,2025-10-04T11:00:00Z,2025-10-04T12:00:00Z,6 AM,7 AM,7.6,14,mph,S
hourly,2025-10-01T08:42:14Z,2025-10-01T08:57:14Z,188,America/Chicago,2025-10-04,2025-10-04T12:00:00Z,2025-10-04T13:00:00Z,7 AM,8 AM,7.6,14,mph,S
hourly,2025-10-01T08:42:14Z,2025-10-01T08:57:14Z,188,America/Chicago,2025-10-04,2025-10-04T13:00:00Z,2025-10-04T14:00:00Z,8 AM,9 AM,8,14,mph,S
hourly,2025-10-01T08:42:14Z,2025-10-01T08:57:14Z,188,America/Chicago,2025-10-04,2025-10-04T14:00:00Z,2025-10-04T15:00:00Z,9 AM,10 AM,9,14,mph,S
hourly,2025-10-01T08:42:14Z,2025-10-01T08:57:14Z,188,America/Chicago,2025-10-04,2025-10-04T15:00:00Z,2025-10-04T16:00:00Z,10 AM,11 AM,10.2,14,mph,S
hourly,2025-10-01T08:42:14Z,2025-10-01T08:57:14Z,188,America/Chicago,2025-10-04,2025-10-04T16:00:00Z,2025-10-04T17:00:00Z,11 AM,12 PM,12.1,14,mph,S
hourly,2025-10-01T08:42:14Z,2025-10-01T08:57:14Z,188,America/Chicago,2025-10-04,2025-10-04T17:00:00Z,2025-10-04T18:00:00Z,12 PM,1 PM,13.6,14,mph,S
hourly,2025-10-01T08:42:14Z,2025-10-01T08:57:14Z,188,America/Chicago,2025-10-04,2025-10-04T18:00:00Z,2025-10-04T19:00:00Z,1 PM,2 PM,14.9,14,mph,S
hourly,2025-10-01T08:42:14Z,2025-10-01T08:57:14Z,188,America/Chicago,2025-10-04,2025-10-04T19:00:00Z,2025-10-04T20:00:00Z,2 PM,3 PM,15.8,15,mph,S
hourly,2025-10-01T08:42:14Z,2025-10-01T08:57:14Z,188,America/Chicago,2025-10-04,2025-10-04T20:00:00Z,2025-10-04T21:00:00Z,3 PM,4 PM,16.1,15,mph,S
