forecast_type,forecast_effective,forecast_expires,location_id,location_tz,date,start_time,end_time,start_time_local,end_time_local,delta_t,wind_speed,wind_speed_unit,wind_direction
hourly,2025-09-12T08:37:30Z,2025-09-12T08:52:30Z,81,America/Chicago,2025-09-16,2025-09-16T21:00:00Z,2025-09-16T22:00:00Z,4 PM,5 PM,10.3,12,mph,N
hourly,2025-09-12T08:37:30Z,2025-09-12T08:52:30Z,81,America/Chicago,2025-09-17,2025-09-17T21:00:00Z,2025-09-17T22:00:00Z,4 PM,5 PM,7.5,10,mph,N
hourly,2025-09-12T08:37:31Z,2025-09-12T08:52:31Z,21,America/Chicago,2025-09-12,2025-09-12T22:00:00Z,2025-09-12T23:00:00Z,5 PM,6 PM,8.5,8,mph,E
hourly,2025-09-12T08:37:31Z,2025-09-12T08:52:31Z,21,America/Chicago,2025-09-13,2025-09-13T21:00:00Z,2025-09-13T22:00:00Z,4 PM,5 PM,6.2,14,mph,E
hourly,2025-09-12T08:37:31Z,2025-09-12T08:52:31Z,21,America/Chicago,2025-09-14,2025-09-14T21:00:00Z,2025-09-14T22:00:00Z,4 PM,5 PM,9.7,17,mph,S
hourly,2025-09-12T08:37:31Z,2025-09-12T08:52:31Z,21,America/Chicago,2025-09-15,2025-09-15T21:00:00Z,2025-09-15T22:00:00Z,4 PM,5 PM,10.7,16,mph,S
hourly,2025-09-12T08:37:31Z,2025-09-12T08:52:31Z,21,America/Chicago,2025-09-16,2025-09-16T20:00:00Z,2025-09-16T21:00:00Z,3 PM,4 PM,11,10,mph,S
hourly,2025-09-12T08:37:31Z,2025-09-12T08:52:31Z,21,America/Chicago,2025-09-17,2025-09-17T20:00:00Z,2025-09-17T21:00:00Z,3 PM,4 PM,6,10,mph,N
hourly,2025-09-12T08:37:35Z,2025-09-12T08:52:35Z,97,America/Chicago,2025-09-12,2025-09-12T22:00:00Z,2025-09-12T23:00:00Z,5 PM,6 PM,5.7,10,mph,ENE
hourly,2025-09-12T08:37:35Z,2025-09-12T08:52:35Z,97,America/Chicago,2025-09-13,2025-09-13T21:00:00Z,2025-09-13T22:00:00Z,4 PM,5 PM,6.9,16,mph,E
hourly,2025-09-12T08:37:35Z,2025-09-12T08:52:35Z,97,America/Chicago,2025-09-14,2025-09-14T22:00:00Z,2025-09-14T23:00:00Z,5 PM,6 PM,9.2,15,mph,SE
hourly,2025-09-12T08:37:35Z,2025-09-12T08:52:35Z,97,America/Chicago,2025-09-15,2025-09-15T22:00:00Z,2025-09-15T23:00:00Z,5 PM,6 PM,7.8,16,mph,SSW
hourly,2025-09-12T08:37:35Z,2025-09-12T08:52:35Z,97,America/Chicago,2025-09-16,2025-09-16T20:00:00Z,2025-09-16T21:00:00Z,3 PM,4 PM,12.1,13,mph,SW
hourly,2025-09-12T08:37:35Z,2025-09-12T08:52:35Z,97,America/Chicago,2025-09-17,2025-09-17T20:00:00Z,2025-09-17T21:00:00Z,3 PM,4 PM,6.4,12,mph,N
hourly,2025-09-12T08:37:36Z,2025-09-12T08:52:36Z,75,America/Chicago,2025-09-12,2025-09-12T21:00:00Z,2025-09-12T22:00:00Z,4 PM,5 PM,7.9,8,mph,SE
hourly,2025-09-12T08:37:36Z,2025-09-12T08:52:36Z,75,America/Chicago,2025-09-13,2025-09-13T21:00:00Z,2025-09-13T22:00:00Z,4 PM,5 PM,9.1,13,mph,E
hourly,2025-09-12T08:37:36Z,2025-09-12T08:52:36Z,75,America/Chicago,2025-09-14,2025-09-14T20:00:00Z,2025-09-14T21:00:00Z,3 PM,4 PM,11.1,15,mph,SSE
hourly,2025-09-12T08:37:36Z,2025-09-12T08:52:36Z,75,America/Chicago,2025-09-15,2025-09-15T20:00:00Z,2025-09-15T21:00:00Z,3 PM,4 PM,10.3,18,mph,S
hourly,2025-09-12T08:37:36Z,2025-09-12T08:52:36Z,75,America/Chicago,2025-09-16,2025-09-16T20:00:00Z,2025-09-16T21:00:00Z,3 PM,4 PM,11.6,10,mph,S
hourly,2025-09-12T08:37:36Z,2025-09-12T08:52:36Z,75,America/Chicago,2025-09-17,2025-09-17T20:00:00Z,2025-09-17T21:00:00Z,3 PM,4 PM,6.7,9,mph,ENE
hourly,2025-09-12T08:37:38Z,2025-09-12T08:52:38Z,184,America/Chicago,2025-09-12,2025-09-12T22:00:00Z,2025-09-12T23:00:00Z,5 PM,6 PM,7.1,10,mph,ESE
hourly,2025-09-12T08:37:38Z,2025-09-12T08:52:38Z,184,America/Chicago,2025-09-13,2025-09-13T21:00:00Z,2025-09-13T22:00:00Z,4 PM,5 PM,9.7,13,mph,ESE
hourly,2025-09-12T08:37:38Z,2025-09-12T08:52:38Z,184,America/Chicago,2025-09-14,2025-09-14T20:00:00Z,2025-09-14T21:00:00Z,3 PM,4 PM,12.5,15,mph,SSE
hourly,2025-09-12T08:37:38Z,2025-09-12T08:52:38Z,184,America/Chicago,2025-09-15,2025-09-15T21:00:00Z,2025-09-15T22:00:00Z,4 PM,5 PM,12.3,17,mph,S
hourly,2025-09-12T08:37:38Z,2025-09-12T08:52:38Z,184,America/Chicago,2025-09-16,2025-09-16T20:00:00Z,2025-09-16T21:00:00Z,3 PM,4 PM,12.2,12,mph,S
hourly,2025-09-12T08:37:38Z,2025-09-12T08:52:38Z,184,America/Chicago,2025-09-17,2025-09-17T20:00:00Z,2025-09-17T21:00:00Z,3 PM,4 PM,7.6,9,mph,S
hourly,2025-09-12T08:37:39Z,2025-09-12T08:52:39Z,2,America/Chicago,2025-09-12,2025-09-12T21:00:00Z,2025-09-12T22:00:00Z,4 PM,5 PM,7.8,8,mph,ENE
hourly,2025-09-12T08:37:39Z,2025-09-12T08:52:39Z,2,America/Chicago,2025-09-13,2025-09-13T21:00:00Z,2025-09-13T22:00:00Z,4 PM,5 PM,9.7,14,mph,E
hourly,2025-09-12T08:37:39Z,2025-09-12T08:52:39Z,2,America/Chicago,2025-09-14,2025-09-14T21:00:00Z,2025-09-14T22:00:00Z,4 PM,5 PM,12.7,17,mph,SSE
hourly,2025-09-12T08:37:39Z,2025-09-12T08:52:39Z,2,America/Chicago,2025-09-15,2025-09-15T21:00:00Z,2025-09-15T22:00:00Z,4 PM,5 PM,10.9,21,mph,S
hourly,2025-09-12T08:37:39Z,2025-09-12T08:52:39Z,2,America/Chicago,2025-09-16,2025-09-16T20:00:00Z,2025-09-16T21:00:00Z,3 PM,4 PM,12.4,13,mph,SSW
hourly,2025-09-12T08:37:39Z,2025-09-12T08:52:39Z,2,America/Chicago,2025-09-17,2025-09-17T21:00:00Z,2025-09-17T22:00:00Z,4 PM,5 PM,7.2,12,mph,NW
hourly,2025-09-12T08:37:40Z,2025-09-12T08:52:40Z,211,America/Denver,2025-09-12,2025-09-12T20:00:00Z,2025-09-12T21:00:00Z,2 PM,3 PM,12,9,mph,E
hourly,2025-09-12T08:37:40Z,2025-09-12T08:52:40Z,211,America/Denver,2025-09-13,2025-09-13T21:00:00Z,2025-09-13T22:00:00Z,3 PM,4 PM,1.5,10,mph,E
hourly,2025-09-12T08:37:40Z,2025-09-12T08:52:40Z,211,America/Denver,2025-09-14,2025-09-14T19:00:00Z,2025-09-14T20:00:00Z,1 PM,2 PM,2.3,9,mph,N
hourly,2025-09-12T08:37:40Z,2025-09-12T08:52:40Z,211,America/Denver,2025-09-15,2025-09-15T21:00:00Z,2025-09-15T22:00:00Z,3 PM,4 PM,11.8,10,mph,SW
hourly,2025-09-12T08:37:40Z,2025-09-12T08:52:40Z,211,America/Denver,2025-09-16,2025-09-16T20:00:00Z,2025-09-16T21:00:00Z,2 PM,3 PM,10.1,10,mph,N
hourly,2025-09-12T08:37:40Z,2025-09-12T08:52:40Z,211,America/Denver,2025-09-17,2025-09-17T20:00:00Z,2025-09-17T21:00:00Z,2 PM,3 PM,6.5,12,mph,N
hourly,2025-09-12T08:37:41Z,2025-09-12T08:52:41Z,232,America/Chicago,2025-09-12,2025-09-12T21:00:00Z,2025-09-12T22:00:00Z,4 PM,5 PM,8.6,8,mph,SE
hourly,2025-09-12T08:37:41Z,2025-09-12T08:52:41Z,232,America/Chicago,2025-09-13,2025-09-13T21:00:00Z,2025-09-13T22:00:00Z,4 PM,5 PM,6.9,14,mph,E
hourly,2025-09-12T08:37:41Z,2025-09-12T08:52:41Z,232,America/Chicago,2025-09-14,2025-09-14T21:00:00Z,2025-09-14T22:00:00Z,4 PM,5 PM,10.5,17,mph,S
hourly,2025-09-12T08:37:41Z,2025-09-12T08:52:41Z,232,America/Chicago,2025-09-15,2025-09-15T22:00:00Z,2025-09-15T23:00:00Z,5 PM,6 PM,11.2,13,mph,S
hourly,2025-09-12T08:37:41Z,2025-09-12T08:52:41Z,232,America/Chicago,2025-09-16,2025-09-16T19:00:00Z,2025-09-16T20:00:00Z,2 PM,3 PM,10.1,10,mph,S
hourly,2025-09-12T08:37:41Z,2025-09-12T08:52:41Z,232,America/Chicago,2025-09-17,2025-09-17T20:00:00Z,2025-09-17T21:00:00Z,3 PM,4 PM,6.2,9,mph,NE
hourly,2025-09-12T08:37:43Z,2025-09-12T08:52:43Z,172,America/Chicago,2025-09-12,2025-09-12T21:00:00Z,2025-09-12T22:00:00Z,4 PM,5 PM,8.3,8,mph,NE
hourly,2025-09-12T08:37:43Z,2025-09-12T08:52:43Z,172,America/Chicago,2025-09-13,2025-09-13T21:00:00Z,2025-09-13T22:00:00Z,4 PM,5 PM,10.3,14,mph,E
hourly,2025-09-12T08:37:43Z,2025-09-12T08:52:43Z,172,America/Chicago,2025-09-14,2025-09-14T21:00:00Z,2025-09-14T22:00:00Z,4 PM,5 PM,13.3,15,mph,SSE
hourly,2025-09-12T08:37:43Z,2025-09-12T08:52:43Z,172,America/Chicago,2025-09-15,2025-09-15T22:00:00Z,2025-09-15T23:00:00Z,5 PM,6 PM,11.8,18,mph,S
hourly,2025-09-12T08:37:43Z,2025-09-12T08:52:43Z,172,America/Chicago,2025-09-16,2025-09-16T21:00:00Z,2025-09-16T22:00:00Z,4 PM,5 PM,13.6,12,mph,SSW
hourly,2025-09-12T08:37:43Z,2025-09-12T08:52:43Z,172,America/Chicago,2025-09-17,2025-09-17T21:00:00Z,2025-09-17T22:00:00Z,4 PM,5 PM,8,12,mph,NNW
hourly,2025-09-12T08:37:45Z,2025-09-12T08:52:45Z,139,America/Chicago,2025-09-12,2025-09-12T21:00:00Z,2025-09-12T22:00:00Z,4 PM,5 PM,10.5,10,mph,SE
hourly,2025-09-12T08:37:45Z,2025-09-12T08:52:45Z,139,America/Chicago,2025-09-13,2025-09-13T21:00:00Z,2025-09-13T22:00:00Z,4 PM,5 PM,1.4,14,mph,E
hourly,2025-09-12T08:37:45Z,2025-09-12T08:52:45Z,139,America/Chicago,2025-09-14,2025-09-14T21:00:00Z,2025-09-14T22:00:00Z,4 PM,5 PM,5.3,10,mph,S
hourly,2025-09-12T08:37:45Z,2025-09-12T08:52:45Z,139,America/Chicago,2025-09-15,2025-09-15T21:00:00Z,2025-09-15T22:00:00Z,4 PM,5 PM,9,13,mph,W
hourly,2025-09-12T08:37:45Z,2025-09-12T08:52:45Z,139,America/Chicago,2025-09-16,2025-09-16T21:00:00Z,2025-09-16T22:00:00Z,4 PM,5 PM,9.8,14,mph,NW
hourly,2025-09-12T08:37:45Z,2025-09-12T08:52:45Z,139,America/Chicago,2025-09-17,2025-09-17T21:00:00Z,2025-09-17T22:00:00Z,4 PM,5 PM,8.6,12,mph,N
hourly,2025-09-12T08:37:46Z,2025-09-12T08:52:46Z,158,America/Denver,2025-09-12,2025-09-12T20:00:00Z,2025-09-12T21:00:00Z,2 PM,3 PM,12.5,8,mph,NE
hourly,2025-09-12T08:37:46Z,2025-09-12T08:52:46Z,158,America/Denver,2025-09-13,2025-09-13T23:00:00Z,2025-09-14T00:00:00Z,5 PM,6 PM,2.1,9,mph,E
hourly,2025-09-12T08:37:46Z,2025-09-12T08:52:46Z,158,America/Denver,2025-09-14,2025-09-14T21:00:00Z,2025-09-14T22:00:00Z,3 PM,4 PM,4,7,mph,W
hourly,2025-09-12T08:37:46Z,2025-09-12T08:52:46Z,158,America/Denver,2025-09-15,2025-09-15T21:00:00Z,2025-09-15T22:00:00Z,3 PM,4 PM,11.1,10,mph,W
hourly,2025-09-12T08:37:46Z,2025-09-12T08:52:46Z,158,America/Denver,2025-09-16,2025-09-16T20:00:00Z,2025-09-16T21:00:00Z,2 PM,3 PM,9.2,10,mph,N
hourly,2025-09-12T08:37:46Z,2025-09-12T08:52:46Z,158,America/Denver,2025-09-17,2025-09-17T22:00:00Z,2025-09-17T23:00:00Z,4 PM,5 PM,7.1,9,mph,N
hourly,2025-09-12T08:37:47Z,2025-09-12T08:52:47Z,23,America/Chicago,2025-09-12,2025-09-12T22:00:00Z,2025-09-12T23:00:00Z,5 PM,6 PM,9.7,9,mph,ESE
hourly,2025-09-12T08:37:47Z,2025-09-12T08:52:47Z,23,America/Chicago,2025-09-13,2025-09-13T21:00:00Z,2025-09-13T22:00:00Z,4 PM,5 PM,10.4,13,mph,E
hourly,2025-09-12T08:37:47Z,2025-09-12T08:52:47Z,23,America/Chicago,2025-09-14,2025-09-14T20:00:00Z,2025-09-14T21:00:00Z,3 PM,4 PM,15.2,16,mph,SSE
hourly,2025-09-12T08:37:47Z,2025-09-12T08:52:47Z,23,America/Chicago,2025-09-15,2025-09-15T21:00:00Z,2025-09-15T22:00:00Z,4 PM,5 PM,12.7,18,mph,S
hourly,2025-09-12T08:37:47Z,2025-09-12T08:52:47Z,23,America/Chicago,2025-09-16,2025-09-16T20:00:00Z,2025-09-16T21:00:00Z,3 PM,4 PM,14.1,10,mph,S
hourly,2025-09-12T08:37:47Z,2025-09-12T08:52:47Z,23,America/Chicago,2025-09-17,2025-09-17T20:00:00Z,2025-09-17T21:00:00Z,3 PM,4 PM,8.7,10,mph,ESE
hourly,2025-09-12T08:37:48Z,2025-09-12T08:52:48Z,157,America/Chicago,2025-09-12,2025-09-12T20:00:00Z,2025-09-12T21:00:00Z,3 PM,4 PM,12.3,8,mph,NE
hourly,2025-09-12T08:37:48Z,2025-09-12T08:52:48Z,157,America/Chicago,2025-09-13,2025-09-13T22:00:00Z,2025-09-13T23:00:00Z,5 PM,6 PM,0.8,10,mph,E
hourly,2025-09-12T08:37:48Z,2025-09-12T08:52:48Z,157,America/Chicago,2025-09-14,2025-09-14T21:00:00Z,2025-09-14T22:00:00Z,4 PM,5 PM,4,7,mph,W
hourly,2025-09-12T08:37:48Z,2025-09-12T08:52:48Z,157,America/Chicago,2025-09-15,2025-09-15T21:00:00Z,2025-09-15T22:00:00Z,4 PM,5 PM,10.5,10,mph,W
hourly,2025-09-12T08:37:48Z,2025-09-12T08:52:48Z,157,America/Chicago,2025-09-16,2025-09-16T20:00:00Z,2025-09-16T21:00:00Z,3 PM,4 PM,9.8,10,mph,N
hourly,2025-09-12T08:37:48Z,2025-09-12T08:52:48Z,157,America/Chicago,2025-09-17,2025-09-17T22:00:00Z,2025-09-17T23:00:00Z,5 PM,6 PM,7.1,9,mph,N
hourly,2025-09-12T08:37:49Z,2025-09-12T08:52:49Z,220,America/Chicago,2025-09-12,2025-09-12T22:00:00Z,2025-09-12T23:00:00Z,5 PM,6 PM,9.8,7,mph,E
hourly,2025-09-12T08:37:49Z,2025-09-12T08:52:49Z,220,America/Chicago,2025-09-13,2025-09-13T21:00:00Z,2025-09-13T22:00:00Z,4 PM,5 PM,11,14,mph,E
hourly,2025-09-12T08:37:49Z,2025-09-12T08:52:49Z,220,America/Chicago,2025-09-14,2025-09-14T21:00:00Z,2025-09-14T22:00:00Z,4 PM,5 PM,13.8,16,mph,SSE
hourly,2025-09-12T08:37:49Z,2025-09-12T08:52:49Z,220,America/Chicago,2025-09-15,2025-09-15T21:00:00Z,2025-09-15T22:00:00Z,4 PM,5 PM,11.9,20,mph,S
hourly,2025-09-12T08:37:49Z,2025-09-12T08:52:49Z,220,America/Chicago,2025-09-16,2025-09-16T21:00:00Z,2025-09-16T22:00:00Z,4 PM,5 PM,14.3,12,mph,SSW
hourly,2025-09-12T08:37:49Z,2025-09-12T08:52:49Z,220,America/Chicago,2025-09-17,2025-09-17T20:00:00Z,2025-09-17T21:00:00Z,3 PM,4 PM,8.8,9,mph,W
hourly,2025-09-12T08:37:50Z,2025-09-12T08:52:50Z,62,America/Chicago,2025-09-12,2025-09-12T20:00:00Z,2025-09-12T21:00:00Z,3 PM,4 PM,6.9,9,mph,ESE
hourly,2025-09-12T08:37:50Z,2025-09-12T08:52:50Z,62,America/Chicago,2025-09-13,2025-09-13T21:00:00Z,2025-09-13T22:00:00Z,4 PM,5 PM,6.9,14,mph,E
hourly,2025-09-12T08:37:50Z,2025-09-12T08:52:50Z,62,America/Chicago,2025-09-14,2025-09-14T21:00:00Z,2025-09-14T22:00:00Z,4 PM,5 PM,10.3,16,mph,SSE
hourly,2025-09-12T08:37:50Z,2025-09-12T08:52:50Z,62,America/Chicago,2025-09-15,2025-09-15T21:00:00Z,2025-09-15T22:00:00Z,4 PM,5 PM,10.1,17,mph,SSW
hourly,2025-09-12T08:37:50Z,2025-09-12T08:52:50Z,62,America/Chicago,2025-09-16,2025-09-16T20:00:00Z,2025-09-16T21:00:00Z,3 PM,4 PM,10.8,10,mph,S
hourly,2025-09-12T08:37:50Z,2025-09-12T08:52:50Z,62,America/Chicago,2025-09-17,2025-09-17T21:00:00Z,2025-09-17T22:00:00Z,4 PM,5 PM,6.1,10,mph,NE
hourly,2025-09-12T08:37:52Z,2025-09-12T08:52:52Z,86,America/Chicago,2025-09-12,2025-09-12T22:00:00Z,2025-09-12T23:00:00Z,5 PM,6 PM,7.7,10,mph,ENE
hourly,2025-09-12T08:37:52Z,2025-09-12T08:52:52Z,86,America/Chicago,2025-09-13,2025-09-13T21:00:00Z,2025-09-13T22:00:00Z,4 PM,5 PM,9.1,18,mph,E
hourly,2025-09-12T08:37:52Z,2025-09-12T08:52:52Z,86,America/Chicago,2025-09-14,2025-09-14T21:00:00Z,2025-09-14T22:00:00Z,4 PM,5 PM,11.7,18,mph,SSE
hourly,2025-09-12T08:37:52Z,2025-09-12T08:52:52Z,86,America/Chicago,2025-09-15,2025-09-15T21:00:00Z,2025-09-15T22:00:00Z,4 PM,5 PM,10,22,mph,SSW
hourly,2025-09-12T08:37:52Z,2025-09-12T08:52:52Z,86,America/Chicago,2025-09-16,2025-09-16T20:00:00Z,2025-09-16T21:00:00Z,3 PM,4 PM,12.3,14,mph,S
hourly,2025-09-12T08:37:52Z,2025-09-12T08:52:52Z,86,America/Chicago,2025-09-17,2025-09-17T21:00:00Z,2025-09-17T22:00:00Z,4 PM,5 PM,6,13,mph,N
hourly,2025-09-12T08:37:53Z,2025-09-12T08:52:53Z,24,America/Chicago,2025-09-12,2025-09-12T21:00:00Z,2025-09-12T22:00:00Z,4 PM,5 PM,6.3,8,mph,NE
hourly,2025-09-12T08:37:53Z,2025-09-12T08:52:53Z,24,America/Chicago,2025-09-13,2025-09-13T21:00:00Z,2025-09-13T22:00:00Z,4 PM,5 PM,8.2,14,mph,E
hourly,2025-09-12T08:37:53Z,2025-09-12T08:52:53Z,24,America/Chicago,2025-09-14,2025-09-14T21:00:00Z,2025-09-14T22:00:00Z,4 PM,5 PM,11.9,14,mph,SSE
hourly,2025-09-12T08:37:53Z,2025-09-12T08:52:53Z,24,America/Chicago,2025-09-15,2025-09-15T21:00:00Z,2025-09-15T22:00:00Z,4 PM,5 PM,10.8,18,mph,S
hourly,2025-09-12T08:37:53Z,2025-09-12T08:52:53Z,24,America/Chicago,2025-09-16,2025-09-16T20:00:00Z,2025-09-16T21:00:00Z,3 PM,4 PM,12.5,12,mph,SSW
hourly,2025-09-12T08:37:53Z,2025-09-12T08:52:53Z,24,America/Chicago,2025-09-17,2025-09-17T20:00:00Z,2025-09-17T21:00:00Z,3 PM,4 PM,6.5,10,mph,N
hourly,2025-09-12T08:37:54Z,2025-09-12T08:52:54Z,89,America/Chicago,2025-09-12,2025-09-12T21:00:00Z,2025-09-12T22:00:00Z,4 PM,5 PM,14.1,8,mph,E
hourly,2025-09-12T08:37:54Z,2025-09-12T08:52:54Z,89,America/Chicago,2025-09-13,2025-09-13T22:00:00Z,2025-09-13T23:00:00Z,5 PM,6 PM,6.3,10,mph,E
hourly,2025-09-12T08:37:54Z,2025-09-12T08:52:54Z,89,America/Chicago,2025-09-14,2025-09-14T20:00:00Z,2025-09-14T21:00:00Z,3 PM,4 PM,4.7,10,mph,S
hourly,2025-09-12T08:37:54Z,2025-09-12T08:52:54Z,89,America/Chicago,2025-09-15,2025-09-15T21:00:00Z,2025-09-15T22:00:00Z,4 PM,5 PM,13.2,10,mph,SW
hourly,2025-09-12T08:37:54Z,2025-09-12T08:52:54Z,89,America/Chicago,2025-09-16,2025-09-16T20:00:00Z,2025-09-16T21:00:00Z,3 PM,4 PM,12,9,mph,SE
hourly,2025-09-12T08:37:54Z,2025-09-12T08:52:54Z,89,America/Chicago,2025-09-17,2025-09-17T21:00:00Z,2025-09-17T22:00:00Z,4 PM,5 PM,7.7,9,mph,N
hourly,2025-09-12T08:37:56Z,2025-09-12T08:52:56Z,126,America/Chicago,2025-09-12,2025-09-12T21:00:00Z,2025-09-12T22:00:00Z,4 PM,5 PM,9,9,mph,SE
hourly,2025-09-12T08:37:56Z,2025-09-12T08:52:56Z,126,America/Chicago,2025-09-13,2025-09-13T20:00:00Z,2025-09-13T21:00:00Z,3 PM,4 PM,0.6,14,mph,E
hourly,2025-09-12T08:37:56Z,2025-09-12T08:52:56Z,126,America/Chicago,2025-09-14,2025-09-14T21:00:00Z,2025-09-14T22:00:00Z,4 PM,5 PM,4.7,9,mph,SE
hourly,2025-09-12T08:37:56Z,2025-09-12T08:52:56Z,126,America/Chicago,2025-09-15,2025-09-15T21:00:00Z,2025-09-15T22:00:00Z,4 PM,5 PM,9.1,10,mph,W
hourly,2025-09-12T08:37:56Z,2025-09-12T08:52:56Z,126,America/Chicago,2025-09-16,2025-09-16T20:00:00Z,2025-09-16T21:00:00Z,3 PM,4 PM,7.9,14,mph,NW
hourly,2025-09-12T08:37:56Z,2025-09-12T08:52:56Z,126,America/Chicago,2025-09-17,2025-09-17T21:00:00Z,2025-09-17T22:00:00Z,4 PM,5 PM,7.5,10,mph,N
hourly,2025-09-12T08:37:57Z,2025-09-12T08:52:57Z,167,America/Chicago,2025-09-12,2025-09-12T22:00:00Z,2025-09-12T23:00:00Z,5 PM,6 PM,11.6,12,mph,E
hourly,2025-09-12T08:37:57Z,2025-09-12T08:52:57Z,167,America/Chicago,2025-09-13,2025-09-13T22:00:00Z,2025-09-13T23:00:00Z,5 PM,6 PM,2.9,15,mph,E
hourly,2025-09-12T08:37:57Z,2025-09-12T08:52:57Z,167,America/Chicago,2025-09-14,2025-09-14T22:00:00Z,2025-09-14T23:00:00Z,5 PM,6 PM,6.3,10,mph,S
hourly,2025-09-12T08:37:57Z,2025-09-12T08:52:57Z,167,America/Chicago,2025-09-15,2025-09-15T22:00:00Z,2025-09-15T23:00:00Z,5 PM,6 PM,10.6,13,mph,W
hourly,2025-09-12T08:37:57Z,2025-09-12T08:52:57Z,167,America/Chicago,2025-09-16,2025-09-16T22:00:00Z,2025-09-16T23:00:00Z,5 PM,6 PM,11.2,14,mph,NW
hourly,2025-09-12T08:37:57Z,2025-09-12T08:52:57Z,167,America/Chicago,2025-09-17,2025-09-17T21:00:00Z,2025-09-17T22:00:00Z,4 PM,5 PM,9.4,12,mph,N
hourly,2025-09-12T08:37:58Z,2025-09-12T08:52:58Z,93,America/Chicago,2025-09-12,2025-09-12T22:00:00Z,2025-09-12T23:00:00Z,5 PM,6 PM,5.5,7,mph,NE
hourly,2025-09-12T08:37:58Z,2025-09-12T08:52:58Z,93,America/Chicago,2025-09-13,2025-09-13T21:00:00Z,2025-09-13T22:00:00Z,4 PM,5 PM,6.1,14,mph,E
hourly,2025-09-12T08:37:58Z,2025-09-12T08:52:58Z,93,America/Chicago,2025-09-14,2025-09-14T21:00:00Z,2025-09-14T22:00:00Z,4 PM,5 PM,8.2,14,mph,SE
hourly,2025-09-12T08:37:58Z,2025-09-12T08:52:58Z,93,America/Chicago,2025-09-15,2025-09-15T20:00:00Z,2025-09-15T21:00:00Z,3 PM,4 PM,9.8,20,mph,S
hourly,2025-09-12T08:37:58Z,2025-09-12T08:52:58Z,93,America/Chicago,2025-09-16,2025-09-16T20:00:00Z,2025-09-16T21:00:00Z,3 PM,4 PM,12.2,12,mph,SSW
hourly,2025-09-12T08:37:58Z,2025-09-12T08:52:58Z,93,America/Chicago,2025-09-17,2025-09-17T19:00:00Z,2025-09-17T20:00:00Z,2 PM,3 PM,7,9,mph,W
hourly,2025-09-12T08:37:59Z,2025-09-12T08:52:59Z,183,America/Chicago,2025-09-12,2025-09-12T21:00:00Z,2025-09-12T22:00:00Z,4 PM,5 PM,5,10,mph,SE
hourly,2025-09-12T08:37:59Z,2025-09-12T08:52:59Z,183,America/Chicago,2025-09-13,2025-09-13T21:00:00Z,2025-09-13T22:00:00Z,4 PM,5 PM,8.5,13,mph,ESE
hourly,2025-09-12T08:37:59Z,2025-09-12T08:52:59Z,183,America/Chicago,2025-09-14,2025-09-14T20:00:00Z,2025-09-14T21:00:00Z,3 PM,4 PM,11.6,15,mph,SSE
hourly,2025-09-12T08:37:59Z,2025-09-12T08:52:59Z,183,America/Chicago,2025-09-15,2025-09-15T21:00:00Z,2025-09-15T22:00:00Z,4 PM,5 PM,11,17,mph,S
hourly,2025-09-12T08:37:59Z,2025-09-12T08:52:59Z,183,America/Chicago,2025-09-16,2025-09-16T20:00:00Z,2025-09-16T21:00:00Z,3 PM,4 PM,10.4,12,mph,S
hourly,2025-09-12T08:37:59Z,2025-09-12T08:52:59Z,183,America/Chicago,2025-09-17,2025-09-17T20:00:00Z,2025-09-17T21:00:00Z,3 PM,4 PM,6.3,9,mph,S
hourly,2025-09-12T08:38:01Z,2025-09-12T08:53:01Z,90,America/Denver,2025-09-12,2025-09-12T21:00:00Z,2025-09-12T22:00:00Z,3 PM,4 PM,12.5,8,mph,ENE
hourly,2025-09-12T08:38:01Z,2025-09-12T08:53:01Z,90,America/Denver,2025-09-13,2025-09-13T21:00:00Z,2025-09-13T22:00:00Z,3 PM,4 PM,1.7,10,mph,E
hourly,2025-09-12T08:38:01Z,2025-09-12T08:53:01Z,90,America/Denver,2025-09-14,2025-09-14T22:00:00Z,2025-09-14T23:00:00Z,4 PM,5 PM,8.3,7,mph,S
hourly,2025-09-12T08:38:01Z,2025-09-12T08:53:01Z,90,America/Denver,2025-09-15,2025-09-15T21:00:00Z,2025-09-15T22:00:00Z,3 PM,4 PM,12.1,10,mph,WSW
hourly,2025-09-12T08:38:01Z,2025-09-12T08:53:01Z,90,America/Denver,2025-09-16,2025-09-16T21:00:00Z,2025-09-16T22:00:00Z,3 PM,4 PM,10.9,12,mph,NNW
hourly,2025-09-12T08:38:01Z,2025-09-12T08:53:01Z,90,America/Denver,2025-09-17,2025-09-17T22:00:00Z,2025-09-17T23:00:00Z,4 PM,5 PM,11,8,mph,N
hourly,2025-09-12T08:38:02Z,2025-09-12T08:53:02Z,25,America/Chicago,2025-09-12,2025-09-12T22:00:00Z,2025-09-12T23:00:00Z,5 PM,6 PM,8.3,10,mph,E
hourly,2025-09-12T08:38:02Z,2025-09-12T08:53:02Z,25,America/Chicago,2025-09-13,2025-09-13T21:00:00Z,2025-09-13T22:00:00Z,4 PM,5 PM,9.6,15,mph,E
hourly,2025-09-12T08:38:02Z,2025-09-12T08:53:02Z,25,America/Chicago,2025-09-14,2025-09-14T21:00:00Z,2025-09-14T22:00:00Z,4 PM,5 PM,11.8,18,mph,SSE
